,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
3930,Female,No,46.0,Yes,Engineer,1.0,Low,1.0,6.0,2.7889999999999997,9.022,3.2969999999999997,0.231,D
3931,Female,Yes,52.0,Yes,Artist,0.0,Average,3.0,7.0,21.619,2.69,9.055,16.247,C
3932,Female,No,23.0,No,Healthcare,0.0,Low,4.0,6.0,12.504000000000001,10.775,11.276,-1.305,D
3934,Female,No,27.0,No,Healthcare,5.0,Low,3.0,2.0,8.384,1.7080000000000002,-0.685,0.253,D
3935,Female,Yes,37.0,Yes,Artist,1.0,Average,3.0,3.0,8.984,0.65,6.475,-0.226,B
3936,Female,No,46.0,No,Homemaker,9.0,Low,1.0,6.0,4.933,7.559,7.457000000000001,4.407,D
3937,Female,No,22.0,No,Healthcare,0.0,Low,3.0,6.0,13.716,8.69,6.822,9.654,D
3938,Male,Yes,42.0,Yes,Artist,0.0,Average,2.0,6.0,20.285999999999998,7.24,11.378,8.623,C
3939,Female,Yes,35.0,Yes,Artist,1.0,average,2.0,3.0,1.615,-0.799,9.967,-0.262,B
3940,Male,Yes,39.0,No,Executive,5.0,High,3.0,4.0,10.603,0.821,10.859000000000002,5.593999999999999,D
3941,Female,No,27.0,Yes,Healthcare,0.0,Low,4.0,6.0,-0.047,8.642000000000001,9.391,5.482,B
3942,Male,Yes,65.0,No,Engineer,1.0,High,2.0,6.0,7.104,5.971,0.51,1.296,B
3943,Female,Yes,39.0,Yes,Artist,0.0,Average,3.0,3.0,2.766,6.763999999999999,5.846,16.985,C
3944,Female,No,22.0,No,Entertainment,1.0,Low,3.0,6.0,8.918,5.297000000000001,1.569,4.279,D
3945,Male,No,31.0,Yes,Artist,4.0,average,4.0,6.0,5.979,0.525,6.257999999999999,5.55,A
3946,Female,Yes,48.0,No,Engineer,1.0,Average,6.0,3.0,5.778,5.61,6.792999999999999,10.043,A
3948,Female,Yes,74.0,Yes,Lawyer,1.0,High,3.0,6.0,-2.562,-3.023,1.173,1.113,B
3949,Female,Yes,40.0,Yes,Engineer,12.0,Average,3.0,6.0,4.893,4.196000000000001,5.216,1.074,B
3950,Male,No,26.0,No,Doctor,2.0,Low,4.0,6.0,4.08,-0.8690000000000001,-1.301,3.37,B
3951,Male,No,35.0,Yes,Artist,0.0,Low,1.0,6.0,6.9239999999999995,5.2829999999999995,5.138999999999999,5.275,A
3952,Female,No,43.0,Yes,Healthcare,8.0,Low,1.0,0.0,3.593,1.41,13.219000000000001,4.454,D
3953,Male,No,49.0,Yes,Doctor,5.0,average,1.0,6.0,7.353,4.019,8.815,8.34,D
3954,Male,Yes,26.0,No,Artist,7.0,Low,4.0,4.0,5.528,2.528,6.619,5.35,A
3955,Female,Yes,74.0,Yes,Lawyer,1.0,average,2.0,6.0,9.253,5.083,5.332999999999999,5.3,A
3956,Female,Yes,56.0,Yes,Engineer,1.0,High,3.0,3.0,-4.4510000000000005,-1.351,3.3480000000000003,2.938,B
3957,Female,Yes,49.0,Yes,Artist,2.0,Average,2.0,6.0,18.905,7.394,8.993,14.083,C
3958,Male,No,19.0,No,Healthcare,1.0,average,8.0,4.0,3.411,9.107999999999999,5.244,4.5169999999999995,D
3959,Male,No,39.0,Yes,Artist,2.0,Low,3.0,4.0,2.062,3.49,6.897,-0.381,B
3960,Male,Yes,37.0,Yes,Executive,0.0,High,4.0,6.0,1.013,0.968,5.0089999999999995,6.341,B
3961,Male,No,41.0,Yes,Doctor,0.0,average,1.0,6.0,4.225,8.06,4.144,8.366,A
3962,Female,No,26.0,Yes,Homemaker,8.0,Low,2.0,6.0,12.715,2.575,1.774,1.248,D
3963,Female,Yes,38.0,No,Doctor,1.0,average,3.0,4.0,10.04,2.841,4.763,6.007000000000001,A
3964,Male,Yes,35.0,Yes,Artist,0.0,Low,3.0,6.0,13.659,7.96,6.275,11.499,C
3965,Male,Yes,49.0,Yes,Artist,0.0,Average,2.0,6.0,12.126,4.628,14.495999999999999,7.362,C
3967,Female,No,38.0,No,Doctor,0.0,Low,1.0,6.0,9.979,7.8870000000000005,12.887,8.839,C
3969,Male,Yes,70.0,No,Executive,1.0,High,2.0,6.0,6.329,1.125,4.102,4.378,A
3970,Male,No,21.0,No,Doctor,9.0,Low,3.0,7.0,9.98,3.512,5.856,7.047999999999999,D
3971,Male,Yes,58.0,Yes,Artist,8.0,average,1.0,3.0,3.8169999999999997,3.9619999999999997,5.852,1.788,B
3972,Female,No,28.0,No,Artist,5.0,Low,5.0,3.0,5.3420000000000005,2.553,9.765,2.467,C
3973,Male,Yes,57.0,No,Executive,0.0,Low,1.0,6.0,6.263999999999999,3.8489999999999998,4.371,1.7619999999999998,A
3974,Male,Yes,37.0,Yes,Artist,1.0,Average,2.0,6.0,6.021,6.004,9.029,-0.573,B
3975,Female,Yes,52.0,No,Marketing,1.0,average,3.0,4.0,13.154000000000002,10.324000000000002,4.024,5.581,D
3977,Female,Yes,30.0,Yes,Doctor,4.0,Low,2.0,6.0,7.297000000000001,7.746,3.6460000000000004,1.7469999999999999,D
3978,Male,Yes,35.0,Yes,Artist,0.0,Average,2.0,6.0,8.343,9.782,16.902,10.08,C
3979,Female,No,31.0,Yes,Artist,14.0,Low,3.0,2.0,5.462999999999999,4.216,5.553999999999999,6.617000000000001,A
3980,Male,Yes,37.0,Yes,Doctor,0.0,Average,2.0,6.0,3.3280000000000003,4.73,6.9510000000000005,3.3089999999999997,A
3981,Male,Yes,71.0,Yes,Executive,0.0,High,2.0,6.0,4.894,1.089,2.83,-1.3230000000000002,B
3982,Male,Yes,66.0,Yes,Healthcare,0.0,Low,1.0,4.0,4.978,4.308,6.216,2.069,D
3983,Female,Yes,25.0,Yes,Homemaker,9.0,Average,2.0,0.0,6.747000000000001,3.503,5.662999999999999,6.97,A
3984,Male,No,26.0,Yes,Artist,0.0,Low,4.0,4.0,7.115,-0.705,4.933,6.151,D
3985,Female,No,31.0,No,Healthcare,8.0,Low,4.0,6.0,1.749,3.66,7.25,2.312,D
3986,Male,Yes,67.0,Yes,Artist,0.0,Average,6.0,1.0,10.106,7.257000000000001,2.923,6.276,B
3987,Female,Yes,51.0,Yes,Artist,1.0,Average,5.0,6.0,8.677,7.902,11.482999999999999,11.019,C
3988,Female,No,39.0,Yes,Artist,7.0,Low,1.0,6.0,0.927,6.41,6.604,0.267,B
3989,Female,Yes,60.0,Yes,Artist,2.0,Average,2.0,3.0,16.415,9.232000000000001,0.222,3.88,C
3990,Female,Yes,46.0,No,Entertainment,4.0,average,3.0,4.0,7.216,8.172,3.05,7.49,A
3991,Male,Yes,36.0,Yes,Doctor,9.0,Average,2.0,6.0,16.079,4.552,14.385,12.909,C
3993,Female,No,30.0,No,Engineer,0.0,average,1.0,6.0,7.252000000000001,3.759,6.569,5.181,A
3994,Female,Yes,69.0,Yes,Artist,1.0,Average,2.0,6.0,12.489,3.38,6.505,8.96,C
3995,Male,No,32.0,No,Homemaker,8.0,Low,3.0,4.0,5.39,6.303,7.25,1.8869999999999998,A
3997,Female,Yes,40.0,Yes,Artist,6.0,Average,2.0,6.0,5.973,4.645,14.788,6.1370000000000005,C
3998,Female,Yes,83.0,No,Lawyer,0.0,High,2.0,6.0,0.45399999999999996,0.565,4.369,2.571,B
3999,Male,Yes,51.0,Yes,Artist,0.0,Average,3.0,6.0,18.305999999999997,7.471,7.028,3.8160000000000003,C
4000,Male,Yes,33.0,No,Doctor,0.0,average,5.0,6.0,9.346,7.245,9.747,4.962,D
4001,Male,Yes,43.0,Yes,Entertainment,1.0,Average,4.0,4.0,-0.17800000000000002,6.356,2.449,1.936,B
4002,Male,Yes,71.0,No,Lawyer,0.0,Low,5.0,3.0,6.968999999999999,7.989,4.6610000000000005,4.523,D
4003,Male,Yes,50.0,Yes,Executive,1.0,High,5.0,6.0,1.858,7.645,5.754,2.8110000000000004,B
4004,Male,Yes,57.0,Yes,Artist,1.0,Average,2.0,6.0,13.953,5.8229999999999995,5.6370000000000005,2.859,C
4005,Male,Yes,35.0,Yes,Artist,2.0,average,2.0,6.0,9.917,1.68,16.051,11.424000000000001,C
4006,Female,Yes,66.0,Yes,Artist,0.0,High,3.0,6.0,3.115,4.6930000000000005,2.09,-1.797,B
4007,Female,Yes,46.0,Yes,Artist,0.0,Low,1.0,3.0,6.894,7.442,-1.7730000000000001,0.53,B
4008,Male,No,26.0,No,Healthcare,1.0,Low,1.0,4.0,8.879,9.466000000000001,-2.391,5.452999999999999,D
4009,Male,No,21.0,No,Healthcare,1.0,average,3.0,3.0,10.145,9.193,9.216000000000001,6.445,D
4010,Female,No,42.0,Yes,Artist,8.0,Low,2.0,6.0,15.997,10.735999999999999,14.354000000000001,12.365,C
4011,Female,Yes,40.0,Yes,Entertainment,1.0,Low,2.0,6.0,0.165,0.35,3.866,0.541,B
4012,Male,No,27.0,No,Doctor,0.0,Low,4.0,1.0,8.525,2.513,5.141,0.47700000000000004,D
4013,Female,Yes,37.0,Yes,Artist,2.0,Low,2.0,7.0,16.879,6.558,11.026,7.169,C
4015,Male,No,35.0,Yes,Artist,9.0,Low,3.0,6.0,4.52,3.178,5.784,3.176,A
4016,Male,No,28.0,Yes,Healthcare,0.0,Low,1.0,6.0,9.115,15.047,5.461,4.249,D
4017,Male,No,27.0,No,Entertainment,6.0,Low,2.0,6.0,11.936,4.857,8.113999999999999,6.422000000000001,D
4018,Female,Yes,81.0,Yes,Lawyer,1.0,Low,1.0,6.0,19.601,8.589,16.951,5.733,C
4019,Male,No,25.0,Yes,Doctor,0.0,Low,2.0,6.0,14.12,10.21,10.749,3.0810000000000004,D
4020,Male,Yes,72.0,Yes,Executive,1.0,average,3.0,6.0,10.296,3.428,12.315999999999999,10.856,C
4021,Female,No,33.0,Yes,Doctor,0.0,Low,5.0,6.0,15.254000000000001,11.454,9.374,5.556,C
4022,Male,Yes,40.0,Yes,Engineer,7.0,Low,2.0,3.0,-4.502,4.01,4.502,-0.522,B
4023,Male,No,52.0,Yes,Artist,3.0,Low,1.0,6.0,6.496,5.984,8.066,-5.957999999999999,B
4024,Male,No,23.0,No,Healthcare,0.0,Low,4.0,6.0,5.405,0.51,10.481,-6.9479999999999995,D
4025,Female,Yes,48.0,Yes,Artist,2.0,Average,4.0,6.0,7.104,6.686,18.363,10.464,C
4026,Female,No,31.0,No,Healthcare,0.0,Low,4.0,6.0,10.681,3.7230000000000003,1.314,-0.972,D
4027,Female,No,35.0,Yes,Artist,1.0,Low,1.0,6.0,11.247,1.486,4.9110000000000005,0.894,B
4028,Female,No,63.0,No,Entertainment,0.0,Low,1.0,2.0,6.3229999999999995,0.545,5.45,-1.65,B
4031,Female,Yes,37.0,Yes,Artist,7.0,average,2.0,2.0,11.960999999999999,14.437000000000001,17.008,2.363,C
4032,Female,Yes,67.0,Yes,Artist,9.0,Low,3.0,6.0,9.183,6.587000000000001,-0.247,-1.0959999999999999,B
4033,Female,No,37.0,Yes,Healthcare,1.0,Low,1.0,6.0,7.274,4.425,1.195,-1.975,B
4034,Male,No,22.0,No,Healthcare,7.0,Low,4.0,3.0,5.806,-1.778,6.872000000000001,-1.705,D
4035,Female,Yes,46.0,Yes,Entertainment,4.0,Low,3.0,6.0,13.74,5.252000000000001,19.988,4.954,C
4036,Male,Yes,41.0,Yes,Artist,6.0,Average,2.0,6.0,19.622,4.122,8.376,7.857,C
4037,Female,No,59.0,Yes,Entertainment,1.0,Low,2.0,6.0,6.1979999999999995,3.747,1.712,4.4,A
4039,Male,Yes,84.0,Yes,Lawyer,0.0,average,3.0,6.0,7.787999999999999,3.5410000000000004,5.7589999999999995,8.66,A
4041,Male,Yes,50.0,Yes,Artist,1.0,Low,3.0,6.0,0.49200000000000005,1.558,5.579,2.818,A
4042,Female,Yes,52.0,No,Engineer,0.0,average,3.0,4.0,7.053,6.763,7.445,3.885,A
4043,Female,Yes,74.0,Yes,Lawyer,12.0,High,2.0,6.0,6.335,2.955,8.19,12.894,C
4045,Male,Yes,47.0,Yes,Entertainment,1.0,Average,4.0,6.0,13.017000000000001,14.030999999999999,10.292,5.4670000000000005,C
4046,Female,Yes,45.0,Yes,Engineer,0.0,average,5.0,6.0,9.204,7.7010000000000005,9.424,6.76,C
4048,Male,Yes,53.0,Yes,Healthcare,0.0,High,4.0,6.0,7.962000000000001,3.1889999999999996,2.2569999999999997,2.555,A
4049,Female,No,40.0,Yes,Artist,8.0,Low,1.0,6.0,5.806,5.276,5.687,3.3539999999999996,A
4050,Male,No,40.0,No,Healthcare,0.0,Low,3.0,6.0,4.73,3.161,3.483,4.813,D
4051,Female,No,50.0,Yes,Engineer,1.0,average,5.0,6.0,9.31,2.214,7.643,7.026,A
4052,Female,No,42.0,Yes,Artist,0.0,Low,1.0,6.0,1.0390000000000001,3.125,6.626,-3.5239999999999996,B
4053,Male,No,29.0,Yes,Entertainment,8.0,average,4.0,6.0,9.8,13.698,10.243,8.847999999999999,C
4054,Male,Yes,40.0,Yes,Marketing,1.0,Average,2.0,2.0,7.707000000000001,8.509,2.555,4.595,A
4055,Male,No,18.0,No,Entertainment,1.0,Low,4.0,6.0,5.3260000000000005,-2.521,7.151,4.015,D
4056,Male,Yes,46.0,No,Engineer,0.0,Average,3.0,6.0,-2.316,6.393,4.596,3.616,B
4057,Male,Yes,68.0,Yes,Lawyer,1.0,High,2.0,6.0,7.886,7.22,2.376,7.711,D
4058,Male,Yes,72.0,Yes,Artist,0.0,Average,2.0,6.0,0.608,6.06,8.228,-1.3780000000000001,B
4059,Male,Yes,66.0,Yes,Lawyer,1.0,High,2.0,4.0,8.321,11.465,7.7860000000000005,4.253,C
4061,Female,Yes,41.0,No,Marketing,8.0,Low,2.0,6.0,4.332,8.641,5.3839999999999995,5.601,A
4062,Male,Yes,82.0,No,Lawyer,1.0,High,3.0,6.0,8.386000000000001,4.838,8.722000000000001,4.331,A
4063,Male,Yes,43.0,No,Artist,0.0,Average,2.0,6.0,6.885,10.022,7.79,13.424000000000001,C
4064,Male,Yes,53.0,Yes,Artist,0.0,Low,1.0,6.0,3.6039999999999996,2.8710000000000004,5.837999999999999,6.466,A
4065,Male,No,29.0,No,Healthcare,0.0,Low,3.0,6.0,14.683,3.594,13.477,3.8360000000000003,C
4066,Female,Yes,53.0,Yes,Artist,0.0,Average,3.0,6.0,9.38,2.7089999999999996,12.05,13.088,C
4067,Female,Yes,87.0,Yes,Artist,1.0,average,2.0,2.0,12.048,6.395,4.825,9.354,C
4068,Male,Yes,62.0,Yes,Entertainment,0.0,Average,4.0,6.0,5.757999999999999,3.554,5.388,-0.74,B
4069,Male,Yes,43.0,Yes,Artist,1.0,High,3.0,6.0,4.158,3.465,3.822,5.805,A
4070,Male,No,36.0,No,Entertainment,8.0,Low,2.0,6.0,6.0729999999999995,7.069,5.349,5.327999999999999,D
4071,Female,No,30.0,Yes,Doctor,0.0,Low,3.0,6.0,4.111000000000001,3.0060000000000002,7.479,5.17,A
4072,Female,No,37.0,No,Homemaker,8.0,Low,1.0,6.0,16.047,9.619,11.06,4.895,D
4073,Female,Yes,59.0,Yes,Artist,0.0,Average,4.0,3.0,10.895999999999999,4.526,17.133,3.2969999999999997,C
4074,Female,Yes,35.0,Yes,Artist,8.0,High,5.0,6.0,2.7689999999999997,-1.8159999999999998,6.3629999999999995,-2.494,B
4075,Male,Yes,39.0,No,Artist,7.0,Average,3.0,6.0,8.255,6.822,7.183,8.95,C
4076,Female,No,40.0,No,Healthcare,0.0,Low,5.0,6.0,5.787000000000001,4.768,9.557,4.31,D
4077,Female,Yes,75.0,Yes,Lawyer,1.0,Low,3.0,3.0,12.629000000000001,2.739,7.506,6.292999999999999,D
4078,Female,Yes,40.0,Yes,Homemaker,10.0,Average,2.0,4.0,1.8130000000000002,1.219,2.859,-2.109,B
4080,Male,Yes,43.0,No,Marketing,3.0,High,4.0,4.0,5.757000000000001,5.541,3.597,2.895,A
4081,Male,Yes,43.0,No,Artist,6.0,Low,2.0,3.0,0.977,2.9130000000000003,1.9769999999999999,0.198,B
4082,Male,Yes,29.0,Yes,Artist,9.0,Average,2.0,6.0,4.869,5.013,6.787999999999999,1.8980000000000001,B
4084,Female,No,23.0,No,Healthcare,6.0,Low,3.0,3.0,5.316,1.249,4.185,-2.336,D
4085,Male,Yes,42.0,Yes,Artist,8.0,average,4.0,6.0,15.465,14.355,9.325,12.15,C
4086,Male,No,65.0,Yes,Executive,9.0,Low,3.0,6.0,14.132,3.015,4.056,10.485999999999999,D
4087,Male,Yes,57.0,Yes,Executive,1.0,Average,5.0,6.0,17.448,-0.53,7.792000000000001,8.975,C
4088,Female,Yes,46.0,Yes,Artist,0.0,average,2.0,6.0,9.092,3.3489999999999998,12.956,6.191,C
4089,Male,Yes,30.0,Yes,Doctor,0.0,Low,3.0,6.0,6.406000000000001,4.504,5.376,6.319,D
4090,Male,Yes,51.0,Yes,Artist,0.0,Average,4.0,6.0,4.002,2.074,5.686,2.42,B
4091,Male,Yes,39.0,Yes,Artist,10.0,Low,2.0,4.0,16.57,10.545,7.691,5.626,C
4092,Female,No,41.0,Yes,Artist,1.0,average,1.0,6.0,9.75,17.858,12.698,8.637,C
4093,Male,No,29.0,No,Marketing,9.0,Low,4.0,3.0,11.114,10.092,10.887,8.094,C
4094,Male,Yes,76.0,Yes,Lawyer,0.0,Low,2.0,4.0,-0.341,5.531000000000001,1.671,0.612,B
4095,Male,No,40.0,Yes,Artist,1.0,average,3.0,2.0,6.197,4.521,4.93,4.2330000000000005,A
4096,Male,No,23.0,No,Healthcare,8.0,Low,4.0,1.0,13.026,2.32,8.666,6.44,D
4097,Female,Yes,33.0,Yes,Marketing,8.0,High,2.0,6.0,4.084,7.025,5.376,4.831,D
4099,Male,Yes,35.0,Yes,Artist,1.0,Average,4.0,6.0,10.257,7.984,8.521,10.251,C
4100,Male,Yes,32.0,No,Doctor,0.0,average,2.0,6.0,5.56,2.339,4.228,3.985,A
4101,Male,Yes,65.0,Yes,Entertainment,1.0,Low,1.0,6.0,6.712999999999999,-0.49200000000000005,3.6069999999999998,-3.738,B
4102,Male,Yes,49.0,No,Doctor,1.0,Low,2.0,4.0,8.439,5.086,14.699000000000002,4.228,D
4103,Female,Yes,48.0,Yes,Homemaker,1.0,Low,4.0,6.0,2.299,3.545,2.1180000000000003,-3.022,B
4104,Female,Yes,39.0,Yes,Healthcare,8.0,Average,2.0,6.0,11.015,1.435,3.333,1.5530000000000002,D
4105,Male,No,27.0,Yes,Artist,1.0,Low,3.0,6.0,6.575,4.571000000000001,6.015,-1.044,A
4106,Female,No,36.0,Yes,Healthcare,2.0,Low,3.0,6.0,5.5120000000000005,7.067,3.843,3.1439999999999997,A
4108,Male,Yes,35.0,Yes,Artist,9.0,Average,2.0,6.0,14.863,13.376,12.264000000000001,4.226,C
4109,Male,Yes,35.0,Yes,Artist,8.0,Low,4.0,7.0,6.1,7.563,6.726,2.491,A
4110,Female,Yes,48.0,No,Doctor,4.0,average,1.0,4.0,8.943999999999999,8.774,4.43,4.281000000000001,D
4111,Male,No,23.0,No,Healthcare,0.0,Low,3.0,2.0,6.575,7.005,1.4780000000000002,7.335,D
4112,Female,Yes,42.0,Yes,Artist,5.0,Low,1.0,6.0,5.073,5.649,1.318,6.148,A
4113,Male,Yes,41.0,Yes,Artist,0.0,average,3.0,6.0,12.915999999999999,3.14,12.93,4.133,C
4114,Male,Yes,29.0,No,Executive,1.0,High,3.0,6.0,2.51,4.82,5.9879999999999995,10.495999999999999,D
4115,Male,Yes,36.0,Yes,Artist,0.0,average,2.0,6.0,17.309,1.194,5.644,6.965,C
4116,Male,Yes,60.0,Yes,Entertainment,0.0,Low,2.0,3.0,6.767,5.361000000000001,6.568,1.8430000000000002,A
4117,Female,Yes,46.0,Yes,Artist,1.0,Average,3.0,6.0,18.204,5.645,7.702999999999999,11.773,C
4119,Female,No,20.0,No,Healthcare,8.0,Low,3.0,2.0,12.456,6.49,4.033,7.331,D
4120,Female,No,31.0,No,Healthcare,0.0,Low,4.0,6.0,13.472999999999999,3.759,12.745,14.265999999999998,C
4121,Male,No,26.0,No,Doctor,0.0,Low,2.0,6.0,6.303999999999999,0.706,11.876,8.884,D
4122,Male,Yes,28.0,No,Artist,1.0,Low,3.0,6.0,7.0920000000000005,1.9909999999999999,6.425,3.383,A
4123,Female,No,18.0,No,Healthcare,7.0,Low,6.0,6.0,8.838,12.802999999999999,13.437000000000001,8.837,D
4124,Female,No,30.0,No,Healthcare,7.0,Low,6.0,4.0,12.782,9.085,13.073,4.92,C
4125,Female,No,39.0,Yes,Entertainment,11.0,average,1.0,6.0,6.731,5.172000000000001,7.278,5.081,A
4126,Male,Yes,74.0,Yes,Entertainment,1.0,Average,2.0,6.0,4.433,5.686,3.924,2.246,A
4127,Female,No,52.0,Yes,Artist,9.0,Low,1.0,6.0,17.288,5.072,14.329,9.192,C
4129,Male,Yes,66.0,Yes,Artist,1.0,Average,3.0,6.0,9.229,3.343,11.655999999999999,9.118,C
4130,Male,Yes,55.0,Yes,Executive,9.0,High,2.0,6.0,7.104,6.706,8.799,8.052999999999999,C
4131,Male,No,31.0,Yes,Healthcare,0.0,Low,3.0,6.0,15.58,13.812000000000001,9.971,-0.278,C
4132,Female,No,41.0,Yes,Artist,0.0,Low,4.0,2.0,1.6019999999999999,0.426,7.162999999999999,2.411,B
4133,Male,Yes,59.0,Yes,Artist,1.0,average,4.0,6.0,2.553,0.242,2.6289999999999996,1.499,B
4134,Female,Yes,39.0,Yes,Homemaker,8.0,High,2.0,6.0,8.986,2.2230000000000003,12.526,7.124,D
4136,Male,Yes,79.0,No,Lawyer,9.0,Low,3.0,6.0,8.99,8.182,-0.147,-0.2,D
4138,Male,No,26.0,No,Doctor,1.0,Low,1.0,6.0,6.813,7.072,2.932,4.822,A
4139,Female,Yes,88.0,No,Lawyer,0.0,High,2.0,6.0,-2.27,2.665,5.122999999999999,4.596,B
4140,Female,Yes,66.0,Yes,Engineer,0.0,Average,3.0,6.0,8.175,6.52,3.133,4.986000000000001,A
4142,Male,No,26.0,Yes,Entertainment,7.0,Low,5.0,5.0,1.258,9.131,8.127,-0.597,D
4143,Female,No,41.0,Yes,Artist,1.0,Low,1.0,4.0,4.518,7.069,8.296,-0.941,A
4144,Female,Yes,36.0,No,Engineer,4.0,High,3.0,7.0,4.252,8.474,5.462999999999999,1.4480000000000002,A
4146,Male,Yes,81.0,No,Executive,0.0,average,1.0,6.0,4.979,11.187000000000001,-3.96,12.411,D
4147,Female,No,25.0,No,Engineer,5.0,average,3.0,4.0,4.334,1.01,6.154,-0.332,B
4148,Male,No,42.0,Yes,Artist,1.0,average,1.0,4.0,6.569,5.956,3.0410000000000004,6.484,A
4149,Male,No,32.0,No,Healthcare,0.0,Low,5.0,6.0,2.966,5.1610000000000005,6.175,1.4269999999999998,B
4150,Male,No,28.0,Yes,Healthcare,9.0,Low,1.0,6.0,7.9879999999999995,-1.808,11.322000000000001,0.184,D
4152,Female,No,28.0,No,Healthcare,7.0,Low,4.0,6.0,7.599,2.702,8.005,7.851,D
4153,Male,No,26.0,Yes,Healthcare,8.0,Low,5.0,6.0,6.797000000000001,7.895,4.558,-1.77,D
4155,Female,Yes,50.0,Yes,Doctor,1.0,Low,2.0,7.0,9.172,4.9,3.3,4.474,A
4156,Male,Yes,70.0,Yes,Lawyer,1.0,average,2.0,6.0,0.9279999999999999,7.562,1.531,-6.077999999999999,B
4157,Female,No,38.0,No,Engineer,1.0,Low,1.0,4.0,6.832999999999999,3.233,-0.9179999999999999,3.2239999999999998,A
4158,Male,No,39.0,No,Artist,1.0,Low,1.0,4.0,14.561,3.728,4.114,1.274,D
4159,Male,Yes,60.0,Yes,Artist,0.0,Average,2.0,6.0,8.804,1.294,1.6,6.597,A
4160,Male,Yes,63.0,Yes,Entertainment,0.0,Average,3.0,6.0,6.542999999999999,5.992999999999999,6.478,6.468,C
4161,Female,Yes,68.0,No,Lawyer,1.0,Low,2.0,4.0,4.28,6.966,0.718,8.511000000000001,B
4162,Male,Yes,47.0,Yes,Artist,0.0,Low,1.0,6.0,3.9619999999999997,3.17,-0.026000000000000002,1.328,B
4163,Male,Yes,40.0,Yes,Artist,1.0,Low,2.0,6.0,1.1320000000000001,6.667000000000001,7.306,-1.081,B
4164,Male,Yes,46.0,No,Artist,1.0,average,3.0,6.0,3.613,4.417,4.444,-1.561,B
4165,Male,Yes,42.0,Yes,Artist,6.0,Low,3.0,6.0,4.957,6.745,8.907,2.6260000000000003,A
4166,Female,Yes,48.0,Yes,Artist,0.0,Average,5.0,4.0,0.584,2.9960000000000004,1.758,-2.01,B
4167,Female,No,53.0,No,Lawyer,1.0,Low,3.0,6.0,6.7170000000000005,2.765,3.4610000000000003,4.372,D
4168,Male,Yes,65.0,Yes,Entertainment,0.0,Average,2.0,6.0,2.4859999999999998,2.765,1.145,-0.618,B
4169,Male,No,26.0,No,Doctor,0.0,average,3.0,6.0,6.183,7.746,5.968,1.065,A
4170,Male,No,40.0,Yes,Doctor,0.0,Low,1.0,6.0,8.752,-3.804,13.743,8.151,D
4172,Female,Yes,86.0,No,Lawyer,0.0,High,2.0,6.0,20.055,11.355,11.23,4.252,C
4173,Female,No,30.0,Yes,Doctor,1.0,Low,4.0,2.0,4.879,7.551,3.287,6.308,A
4174,Male,Yes,40.0,No,Executive,8.0,average,3.0,6.0,7.122999999999999,5.871,4.755,10.145,A
4175,Female,Yes,38.0,Yes,Artist,4.0,Low,1.0,6.0,5.303,6.906000000000001,3.8710000000000004,3.8369999999999997,B
4177,Female,Yes,74.0,Yes,Doctor,1.0,Low,2.0,6.0,-0.139,9.607999999999999,7.254,2.1719999999999997,B
4178,Male,No,25.0,Yes,Healthcare,1.0,Low,3.0,6.0,11.672,3.2880000000000003,8.369,6.672999999999999,D
4179,Male,Yes,89.0,No,Lawyer,0.0,Low,1.0,6.0,7.789,3.822,3.645,2.721,A
4180,Male,No,30.0,Yes,Doctor,10.0,Low,4.0,6.0,8.006,3.303,0.159,5.574,D
4181,Male,Yes,33.0,No,Executive,0.0,High,5.0,3.0,5.318,5.447,11.75,4.934,D
4182,Female,Yes,37.0,Yes,Homemaker,3.0,High,3.0,6.0,8.801,8.46,2.057,1.1540000000000001,A
4183,Male,Yes,69.0,No,Lawyer,0.0,High,2.0,6.0,11.050999999999998,0.5579999999999999,14.943,6.205,C
4184,Female,Yes,51.0,Yes,Engineer,6.0,Average,2.0,6.0,11.274000000000001,8.383,23.949,14.515999999999998,C
4185,Male,No,19.0,No,Artist,10.0,Low,3.0,6.0,5.627000000000001,3.565,2.6660000000000004,4.302,A
4186,Male,Yes,45.0,Yes,Entertainment,0.0,Average,2.0,4.0,4.3580000000000005,3.4739999999999998,1.788,-1.912,B
4187,Female,No,32.0,No,Doctor,0.0,Low,5.0,4.0,9.703,5.419,5.207000000000001,7.324,D
4188,Female,No,22.0,No,Doctor,3.0,Low,4.0,2.0,7.037000000000001,4.578,5.461,1.923,D
4189,Female,No,26.0,No,Engineer,1.0,Low,6.0,6.0,2.7880000000000003,3.262,9.846,5.192,A
4190,Female,Yes,43.0,Yes,Artist,0.0,High,3.0,6.0,-1.413,5.724,6.7170000000000005,0.861,B
4191,Male,No,40.0,No,Healthcare,7.0,Low,2.0,6.0,8.948,4.516,8.4,0.639,D
4192,Male,Yes,48.0,Yes,Artist,1.0,Average,3.0,6.0,20.16,7.806,6.8839999999999995,8.152999999999999,C
4193,Female,Yes,61.0,Yes,Doctor,1.0,Average,2.0,6.0,3.198,4.793,2.4330000000000003,1.236,B
4194,Female,No,20.0,No,Marketing,1.0,Low,2.0,3.0,9.28,3.7710000000000004,7.0729999999999995,1.5430000000000001,D
