,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group,Avg_Shop
3157,Male,No,25.0,Yes,Artist,2.0,low,1.0,6.0,7.009,2.919,3.627,4.311,A,4.466
3158,Male,Yes,65.0,Yes,Artist,7.0,high,2.0,6.0,7.66,9.236,8.563,9.249,C,8.677
3159,Female,Yes,89.0,No,Lawyer,1.0,high,3.0,6.0,3.101,5.644,1.242,0.997,B,2.746
3160,Male,No,39.0,Yes,Entertainment,1.0,low,2.0,6.0,3.382,3.174,4.726,4.634,A,3.979
3161,Male,Yes,89.0,Yes,Executive,3.0,low,3.0,6.0,5.833,8.063,3.476,7.839,A,6.303
3162,Female,Yes,59.0,No,Marketing,1.0,average,4.0,1.0,4.332,3.628,5.101,3.079,D,4.035
3163,Female,Yes,47.0,Yes,Artist,0.0,average,2.0,1.0,3.028,2.689,2.888,-3.193,B,1.353
3164,Female,Yes,41.0,Yes,Artist,7.0,average,2.0,6.0,4.377,2.232,6.795,2.618,B,4.005
3165,Male,Yes,66.0,Yes,Entertainment,1.0,average,3.0,6.0,5.692,6.351,9.103,14.465,C,8.903
3166,Female,No,19.0,No,Entertainment,0.0,low,4.0,6.0,8.907,-2.811,-0.043,2.636,D,2.172
3167,Male,Yes,74.0,Yes,Lawyer,1.0,average,2.0,6.0,7.632,8.071,5.835,5.956,A,6.874
3168,Male,Yes,50.0,Yes,Artist,1.0,average,3.0,6.0,19.804,13.108,9.349,12.535,C,13.699
3169,Male,No,23.0,No,Entertainment,1.0,average,3.0,4.0,3.626,4.075,-8.089,8.84,D,2.113
3170,Female,Yes,28.0,Yes,Artist,8.0,low,2.0,6.0,3.914,5.964,3.856,9.776,B,5.877
3171,Male,Yes,59.0,Yes,Executive,11.0,high,3.0,6.0,15.089,8.201,11.245,6.575,C,10.278
3172,Female,Yes,42.0,Yes,Doctor,8.0,low,1.0,6.0,4.996,4.524,8.415,6.383,A,6.079
3173,Male,Yes,35.0,Yes,Engineer,0.0,low,2.0,6.0,5.657,5.884,5.001,2.297,B,4.71
3174,Male,Yes,56.0,Yes,Artist,8.0,average,3.0,6.0,7.753,-3.563,6.207,3.139,C,3.384
3175,Male,Yes,50.0,Yes,Entertainment,1.0,average,4.0,3.0,4.781,2.653,3.435,-2.676,B,2.048
3176,Male,Yes,39.0,Yes,Entertainment,4.0,average,4.0,6.0,0.504,1.129,1.665,3.374,B,1.668
3177,Female,Yes,45.0,Yes,Artist,1.0,average,2.0,6.0,1.106,6.247,5.878,2.816,B,4.012
3178,Male,Yes,52.0,Yes,Artist,1.0,average,4.0,3.0,7.679,9.045,17.461,8.467,C,10.663
3179,Male,Yes,76.0,Yes,Lawyer,0.0,low,2.0,6.0,3.743,4.193,1.695,0.769,A,2.6
3180,Male,No,36.0,No,Entertainment,1.0,low,1.0,6.0,5.49,7.552,6.519,2.677,A,5.56
3181,Male,No,26.0,No,Doctor,6.0,low,2.0,6.0,11.802,10.38,1.624,5.201,D,7.252
3182,Male,Yes,39.0,Yes,Entertainment,9.0,low,2.0,6.0,8.922,6.677,-0.278,0.754,A,4.019
3183,Female,No,18.0,No,Healthcare,8.0,low,4.0,4.0,8.903,3.553,6.038,2.405,D,5.225
3184,Female,No,43.0,Yes,Healthcare,1.0,low,2.0,4.0,2.789,5.672,6.018,5.226,A,4.926
3185,Male,Yes,63.0,Yes,Entertainment,1.0,high,2.0,7.0,4.524,-1.815,1.202,-0.817,B,0.774
3186,Female,Yes,36.0,Yes,Artist,5.0,low,2.0,4.0,5.631,-0.6,2.339,-0.109,B,1.815
3187,Female,Yes,81.0,No,Lawyer,0.0,high,2.0,6.0,9.371,1.498,5.454,3.426,A,4.937
3188,Female,Yes,37.0,Yes,Artist,9.0,low,2.0,6.0,14.391,13.162,15.441,4.91,C,11.976
3189,Female,Yes,47.0,Yes,Artist,1.0,average,4.0,6.0,17.962,7.802,8.037,17.163,C,12.741
3190,Male,Yes,67.0,Yes,Artist,0.0,low,1.0,3.0,3.83,2.995,0.099,-2.326,B,1.15
3191,Female,No,36.0,Yes,Artist,1.0,low,1.0,6.0,7.539,4.708,3.717,4.223,A,5.047
3192,Female,No,30.0,No,Entertainment,0.0,low,3.0,6.0,7.561,4.962,4.707,4.006,A,5.309
3193,Male,No,40.0,Yes,Doctor,12.0,low,1.0,2.0,12.452,1.347,3.546,0.434,D,4.445
3194,Male,No,19.0,No,Marketing,2.0,low,4.0,6.0,8.504,6.309,9.775,5.314,C,7.476
3195,Male,No,32.0,Yes,Healthcare,1.0,average,1.0,6.0,9.025,7.634,7.288,3.691,D,6.909
3196,Female,Yes,32.0,No,Doctor,1.0,average,5.0,6.0,4.91,2.374,7.888,0.893,A,4.016
3197,Female,No,27.0,Yes,Healthcare,1.0,low,7.0,2.0,9.206,2.737,6.393,4.333,A,5.667
3198,Female,Yes,73.0,No,Lawyer,1.0,high,2.0,6.0,2.574,4.65,4.994,5.765,A,4.496
3199,Female,Yes,29.0,Yes,Homemaker,0.0,high,2.0,3.0,5.505,1.949,2.671,0.204,A,2.582
3200,Male,No,28.0,No,Entertainment,0.0,low,3.0,3.0,9.817,10.919,1.244,4.669,D,6.662
3201,Male,No,69.0,No,Engineer,1.0,low,3.0,6.0,4.511,5.203,2.349,5.835,A,4.474
3202,Male,No,33.0,No,Doctor,1.0,low,4.0,6.0,14.3,2.83,6.344,2.428,D,6.476
3203,Male,Yes,67.0,Yes,Marketing,1.0,low,2.0,6.0,11.236,4.863,4.824,11.633,D,8.139
3204,Male,Yes,73.0,Yes,Artist,0.0,low,1.0,6.0,4.277,5.325,4.57,3.701,A,4.468
3205,Male,Yes,42.0,Yes,Artist,1.0,low,2.0,6.0,5.174,1.914,-0.531,-3.69,B,0.717
3206,Male,No,32.0,Yes,Healthcare,9.0,average,2.0,6.0,6.058,6.836,9.891,4.569,D,6.838
3207,Male,Yes,53.0,Yes,Executive,1.0,high,5.0,3.0,6.243,5.921,5.685,2.863,A,5.178
3208,Male,Yes,42.0,Yes,Executive,0.0,high,2.0,6.0,2.614,3.321,4.624,4.654,B,3.803
3209,Female,Yes,50.0,No,Artist,9.0,high,2.0,4.0,5.503,8.381,3.987,3.878,A,5.437
3210,Female,No,19.0,No,Healthcare,3.0,low,3.0,6.0,14.423,2.91,-3.911,-1.152,D,3.068
3211,Male,Yes,82.0,Yes,Lawyer,0.0,low,1.0,6.0,6.868,8.915,3.485,3.474,D,5.685
3212,Male,Yes,82.0,No,Executive,0.0,high,2.0,6.0,6.904,-2.606,0.875,3.619,B,2.198
3213,Female,No,38.0,Yes,Artist,7.0,low,1.0,6.0,6.715,6.037,6.449,3.377,A,5.644
3214,Male,Yes,27.0,No,Executive,1.0,low,2.0,4.0,10.231,6.168,6.668,9.294,D,8.09
3215,Male,Yes,38.0,Yes,Doctor,0.0,average,5.0,6.0,1.421,2.136,14.041,-6.069,B,2.882
3216,Female,No,48.0,Yes,Homemaker,1.0,low,1.0,3.0,-0.142,5.021,3.257,1.219,B,2.339
3217,Male,No,22.0,No,Healthcare,9.0,low,4.0,6.0,10.015,9.412,9.218,5.389,D,8.508
3218,Male,Yes,30.0,Yes,Artist,0.0,average,2.0,3.0,14.486,15.359,11.158,11.435,C,13.11
3219,Male,No,31.0,No,Healthcare,1.0,average,3.0,2.0,6.405,13.13,5.928,-0.547,B,6.229
3220,Female,Yes,35.0,No,Engineer,2.0,high,4.0,4.0,5.9,8.672,15.663,2.429,D,8.166
3221,Female,No,27.0,No,Engineer,6.0,low,6.0,4.0,13.196,12.193,2.547,-0.777,D,6.79
3222,Male,Yes,40.0,No,Executive,0.0,low,3.0,6.0,15.033,6.248,8.925,8.192,D,9.599
3223,Male,Yes,62.0,Yes,Artist,8.0,low,1.0,6.0,7.301,2.509,6.088,4.349,D,5.062
3224,Male,Yes,30.0,Yes,Healthcare,8.0,low,2.0,6.0,15.454,12.563,13.58,8.66,C,12.564
3225,Male,Yes,67.0,Yes,Entertainment,1.0,average,3.0,6.0,11.571,2.824,9.229,9.847,C,8.368
3226,Male,No,38.0,Yes,Artist,0.0,low,2.0,6.0,6.812,8.627,15.122,6.839,C,9.35
3227,Female,No,37.0,Yes,Artist,7.0,low,4.0,4.0,2.338,4.255,4.964,3.067,A,3.656
3228,Female,No,26.0,Yes,Healthcare,5.0,low,2.0,6.0,12.273,0.129,7.345,3.648,D,5.849
3229,Male,Yes,61.0,Yes,Entertainment,2.0,average,4.0,6.0,12.994,2.272,5.884,13.255,C,8.601
3230,Male,Yes,22.0,No,Entertainment,1.0,average,3.0,4.0,11.012,9.876,0.387,1.576,D,5.713
3231,Female,Yes,47.0,Yes,Artist,0.0,average,5.0,6.0,22.006,10.995,13.323,10.146,C,14.118
3232,Male,Yes,67.0,Yes,Lawyer,1.0,high,2.0,6.0,-0.835,1.482,0.723,2.402,B,0.943
3233,Male,Yes,38.0,Yes,Artist,1.0,low,6.0,6.0,7.132,4.688,2.386,0.964,A,3.792
3234,Female,Yes,36.0,No,Engineer,1.0,average,4.0,4.0,9.084,1.89,2.667,9.604,D,5.811
3235,Female,No,36.0,Yes,Engineer,0.0,low,1.0,4.0,4.78,4.69,3.693,4.663,A,4.456
3236,Male,No,28.0,No,Healthcare,1.0,low,8.0,4.0,7.383,-0.09,8.638,7.398,C,5.832
3237,Female,No,25.0,Yes,Artist,1.0,low,1.0,6.0,2.805,0.258,3.029,-0.207,B,1.471
3238,Male,No,40.0,Yes,Artist,0.0,low,3.0,6.0,4.921,5.636,5.074,2.91,A,4.635
3239,Male,Yes,41.0,No,Executive,1.0,low,7.0,4.0,10.883,6.845,3.556,-1.316,D,4.992
3240,Female,Yes,35.0,Yes,Artist,0.0,average,5.0,4.0,12.099,8.512,13.398,7.238,C,10.312
3241,Male,Yes,39.0,Yes,Entertainment,9.0,low,1.0,6.0,4.004,2.162,8.362,3.555,A,4.521
3242,Female,Yes,73.0,Yes,Artist,1.0,high,2.0,6.0,14.491,4.094,16.183,14.889,C,12.414
3243,Male,No,22.0,No,Marketing,4.0,average,3.0,6.0,2.68,3.686,4.411,3.341,A,3.53
3244,Male,Yes,40.0,No,Executive,8.0,high,5.0,4.0,14.882,-1.624,2.375,1.238,D,4.218
3245,Male,No,32.0,Yes,Doctor,1.0,low,3.0,6.0,6.084,7.879,6.129,4.162,A,6.063
3246,Male,No,38.0,Yes,Entertainment,1.0,low,3.0,6.0,4.84,-0.194,3.907,3.397,A,2.988
3247,Female,Yes,31.0,No,Healthcare,1.0,low,4.0,2.0,14.052,8.077,9.006,5.024,C,9.04
3248,Female,Yes,26.0,No,Homemaker,8.0,average,4.0,2.0,6.349,10.217,-0.458,2.955,D,4.766
3249,Male,No,41.0,No,Doctor,0.0,low,3.0,4.0,-1.109,-1.956,5.061,1.155,B,0.788
3250,Male,Yes,56.0,Yes,Entertainment,2.0,average,2.0,6.0,9.861,9.79,6.605,-0.689,D,6.392
3251,Male,Yes,61.0,No,Executive,0.0,average,2.0,1.0,4.617,2.487,3.689,0.41,B,2.801
3252,Male,Yes,48.0,Yes,Artist,0.0,average,2.0,6.0,14.642,5.912,15.655,4.895,C,10.276
3253,Male,Yes,83.0,Yes,Lawyer,6.0,high,3.0,6.0,6.188,8.069,9.138,6.056,D,7.363
3254,Female,No,22.0,No,Engineer,1.0,low,4.0,6.0,7.827,4.005,8.037,9.439,D,7.327
3255,Male,No,22.0,No,Healthcare,9.0,low,5.0,6.0,7.251,3.513,8.773,0.752,D,5.072
3256,Male,Yes,72.0,Yes,Artist,0.0,low,1.0,6.0,6.409,5.846,4.474,4.118,B,5.212
3257,Male,No,27.0,Yes,Healthcare,0.0,low,2.0,6.0,12.0,1.687,6.058,12.706,C,8.113
3258,Female,Yes,35.0,Yes,Engineer,5.0,high,3.0,6.0,4.499,3.881,3.989,4.245,A,4.154
3259,Male,Yes,84.0,No,Executive,1.0,high,2.0,6.0,5.945,3.079,2.355,11.01,D,5.597
3260,Male,No,42.0,Yes,Entertainment,0.0,low,3.0,6.0,5.165,6.561,3.838,2.571,A,4.534
3261,Female,Yes,30.0,No,Engineer,1.0,low,2.0,4.0,6.573,5.284,7.895,8.179,A,6.983
3262,Male,Yes,73.0,No,Lawyer,0.0,low,2.0,6.0,3.949,0.223,3.724,7.763,D,3.915
3263,Male,Yes,68.0,Yes,Entertainment,1.0,average,2.0,6.0,12.082,-0.498,6.593,0.912,D,4.772
3264,Male,Yes,46.0,Yes,Artist,0.0,low,1.0,4.0,7.902,1.508,4.07,3.488,B,4.242
3265,Female,No,48.0,No,Marketing,1.0,low,1.0,3.0,11.02,4.197,6.128,6.334,D,6.92
3266,Female,Yes,49.0,Yes,Artist,0.0,average,5.0,6.0,15.823,6.106,5.728,5.451,C,8.277
3267,Female,No,49.0,Yes,Artist,1.0,low,2.0,6.0,20.273,8.733,6.373,3.975,C,9.838
3268,Female,Yes,81.0,Yes,Lawyer,7.0,high,2.0,6.0,4.498,4.908,2.401,-2.657,B,2.288
3269,Female,No,26.0,No,Engineer,1.0,low,4.0,4.0,5.851,6.937,4.323,1.52,A,4.658
3270,Female,Yes,56.0,Yes,Artist,4.0,average,2.0,3.0,16.984,6.133,13.867,12.301,C,12.321
3271,Male,Yes,26.0,No,Doctor,4.0,average,3.0,3.0,11.828,1.515,9.349,12.596,D,8.822
3272,Male,No,36.0,Yes,Executive,9.0,low,3.0,6.0,8.103,0.061,-0.78,-0.821,D,1.641
3273,Female,No,32.0,No,Doctor,0.0,low,3.0,6.0,14.778,1.149,4.768,6.588,C,6.821
3274,Male,No,40.0,Yes,Artist,1.0,low,1.0,6.0,5.396,4.284,3.188,3.992,A,4.215
3275,Male,No,19.0,No,Healthcare,1.0,low,4.0,2.0,10.608,-2.248,-0.182,9.222,D,4.35
3276,Female,Yes,66.0,No,Engineer,0.0,high,5.0,4.0,4.731,-1.278,6.238,3.535,B,3.306
3277,Female,Yes,76.0,No,Lawyer,1.0,low,1.0,4.0,8.343,2.557,4.042,4.646,D,4.897
3278,Female,No,30.0,No,Entertainment,6.0,low,1.0,6.0,5.407,2.857,6.37,6.35,A,5.246
3279,Male,Yes,26.0,No,Homemaker,9.0,average,2.0,6.0,8.281,6.922,5.529,5.897,A,6.657
3280,Female,No,33.0,Yes,Healthcare,1.0,low,3.0,6.0,11.008,0.956,7.402,4.305,D,5.918
3281,Female,No,25.0,Yes,Entertainment,5.0,low,1.0,6.0,9.679,8.487,-4.915,6.197,D,4.862
3282,Female,Yes,27.0,No,Engineer,9.0,low,2.0,3.0,11.971,7.17,3.451,-1.123,D,5.367
3283,Male,Yes,42.0,No,Entertainment,1.0,low,4.0,4.0,2.557,7.527,11.477,6.21,A,6.943
3284,Male,No,35.0,Yes,Artist,2.0,low,2.0,6.0,7.979,1.177,2.744,5.758,A,4.414
3285,Female,No,29.0,No,Healthcare,0.0,low,3.0,6.0,7.278,2.819,6.089,-1.836,D,3.588
3286,Male,Yes,72.0,No,Engineer,0.0,high,4.0,4.0,5.143,0.202,9.583,0.164,B,3.773
3287,Male,Yes,50.0,Yes,Artist,0.0,low,2.0,4.0,10.265,3.753,10.638,-2.523,D,5.533
3288,Male,Yes,49.0,Yes,Executive,1.0,low,2.0,6.0,8.941,4.964,3.561,0.483,A,4.487
3289,Female,Yes,33.0,No,Artist,6.0,average,2.0,6.0,17.672,-0.815,4.86,15.73,C,9.362
3290,Female,Yes,52.0,Yes,Artist,7.0,average,4.0,6.0,5.283,10.024,10.654,7.488,C,8.362
3291,Female,Yes,89.0,Yes,Lawyer,2.0,low,1.0,6.0,8.152,5.638,7.274,5.453,A,6.629
3292,Male,Yes,46.0,No,Executive,6.0,high,6.0,6.0,16.921,11.183,1.234,5.092,C,8.608
3293,Male,Yes,87.0,No,Executive,1.0,high,2.0,6.0,7.474,4.136,5.053,6.538,A,5.8
3294,Male,Yes,50.0,Yes,Artist,1.0,average,4.0,4.0,-3.34,4.538,6.124,0.766,B,2.022
3295,Female,No,40.0,Yes,Entertainment,0.0,low,2.0,6.0,6.497,4.894,8.936,7.305,D,6.908
3296,Male,No,22.0,No,Healthcare,2.0,low,2.0,4.0,8.62,5.77,1.093,1.846,D,4.332
3297,Female,Yes,32.0,Yes,Doctor,0.0,average,2.0,4.0,14.237,5.642,21.636,6.532,C,12.012
3298,Male,No,29.0,No,Entertainment,8.0,low,4.0,6.0,10.752,5.839,12.012,-5.601,D,5.751
3299,Male,No,32.0,Yes,Artist,1.0,low,1.0,6.0,7.242,4.631,-0.277,-0.521,D,2.769
3300,Male,Yes,53.0,Yes,Artist,3.0,average,4.0,6.0,17.112,0.456,11.825,3.829,C,8.306
3301,Male,Yes,27.0,Yes,Healthcare,2.0,high,3.0,3.0,6.419,3.895,7.573,-2.296,D,3.898
3302,Female,Yes,68.0,Yes,Lawyer,2.0,high,2.0,6.0,15.097,7.903,10.76,10.176,C,10.984
3303,Female,No,43.0,No,Artist,1.0,low,1.0,6.0,7.697,-0.104,10.489,-2.334,B,3.937
3304,Male,No,39.0,Yes,Doctor,1.0,low,1.0,6.0,4.336,2.67,3.428,4.326,A,3.69
3305,Male,No,20.0,No,Healthcare,6.0,average,3.0,6.0,6.175,3.965,11.736,1.029,D,5.726
3306,Female,No,40.0,Yes,Artist,0.0,average,3.0,6.0,1.744,2.505,6.388,3.151,B,3.447
3307,Male,Yes,38.0,Yes,Executive,6.0,high,3.0,6.0,3.103,2.716,1.057,2.016,B,2.223
3308,Male,No,22.0,No,Healthcare,6.0,low,4.0,6.0,7.888,8.656,0.332,8.525,D,6.35
3309,Male,No,37.0,Yes,Entertainment,0.0,low,3.0,1.0,8.421,2.92,6.297,5.096,A,5.684
3310,Female,No,26.0,No,Homemaker,8.0,low,2.0,6.0,9.236,5.697,11.318,1.978,D,7.057
3311,Male,No,51.0,Yes,Artist,6.0,low,1.0,6.0,6.505,4.281,4.883,0.834,A,4.126
3312,Female,No,35.0,Yes,Artist,12.0,low,3.0,6.0,5.428,3.363,6.036,1.725,A,4.138
3313,Male,Yes,36.0,Yes,Artist,9.0,average,2.0,6.0,12.169,3.471,6.269,13.439,C,8.837
3314,Female,Yes,46.0,Yes,Doctor,9.0,high,3.0,2.0,3.724,4.556,7.645,2.965,A,4.722
3315,Male,Yes,46.0,Yes,Marketing,1.0,low,1.0,6.0,8.856,3.19,3.187,0.411,D,3.911
3316,Male,Yes,53.0,No,Entertainment,10.0,average,3.0,6.0,7.066,7.915,5.157,5.447,A,6.396
3317,Female,No,18.0,No,Healthcare,1.0,average,3.0,6.0,10.909,6.338,11.631,0.39,D,7.317
3318,Male,No,26.0,No,Engineer,0.0,low,4.0,3.0,5.411,11.326,10.197,-0.425,D,6.627
3319,Female,Yes,32.0,Yes,Healthcare,8.0,high,2.0,2.0,2.376,6.078,7.846,3.479,A,4.945
3320,Male,Yes,69.0,No,Doctor,0.0,average,3.0,4.0,5.844,-1.586,3.581,2.726,B,2.641
3321,Male,Yes,60.0,Yes,Artist,3.0,average,2.0,6.0,9.952,-0.475,14.509,11.109,C,8.774
3322,Male,Yes,60.0,No,Engineer,0.0,average,2.0,6.0,4.177,5.59,3.661,4.092,B,4.38
3323,Male,Yes,51.0,No,Executive,1.0,low,9.0,4.0,7.138,3.23,7.126,2.806,D,5.075
3324,Male,Yes,26.0,Yes,Artist,0.0,average,2.0,6.0,9.187,0.176,10.735,10.575,C,7.668
3325,Male,No,48.0,Yes,Artist,1.0,low,1.0,6.0,5.295,4.815,10.112,3.302,B,5.881
3326,Male,Yes,51.0,Yes,Doctor,1.0,average,4.0,6.0,10.161,10.524,2.375,1.864,B,6.231
3327,Male,Yes,72.0,No,Executive,1.0,high,4.0,6.0,3.677,4.94,0.377,-0.637,B,2.089
3328,Female,No,43.0,Yes,Artist,1.0,average,2.0,6.0,2.068,4.03,4.968,1.177,B,3.061
3329,Male,No,35.0,Yes,Artist,0.0,low,1.0,6.0,3.458,8.816,1.664,3.054,B,4.248
3330,Male,No,29.0,No,Entertainment,5.0,low,1.0,6.0,11.408,10.032,5.427,5.732,D,8.15
3331,Male,No,19.0,No,Healthcare,8.0,low,6.0,6.0,3.071,9.372,11.836,3.298,D,6.894
3332,Female,No,27.0,Yes,Healthcare,0.0,low,8.0,6.0,9.597,7.085,14.177,8.974,C,9.958
3333,Female,No,40.0,Yes,Engineer,1.0,low,5.0,6.0,15.581,1.719,8.965,9.209,C,8.869
3334,Female,Yes,52.0,Yes,Artist,1.0,low,3.0,4.0,4.502,3.471,4.941,3.509,A,4.106
3335,Male,No,23.0,No,Healthcare,0.0,low,4.0,4.0,12.587,9.691,-2.136,8.722,D,7.216
3336,Male,No,31.0,Yes,Healthcare,1.0,average,3.0,6.0,11.497,5.814,15.786,15.285,C,12.096
3337,Female,Yes,35.0,Yes,Executive,0.0,average,2.0,6.0,1.146,3.544,5.775,1.017,B,2.87
3338,Male,Yes,25.0,No,Entertainment,1.0,average,2.0,4.0,8.962,4.093,4.095,4.857,A,5.502
3339,Female,Yes,47.0,No,Lawyer,0.0,low,1.0,6.0,5.99,3.125,4.129,4.346,A,4.398
3340,Male,Yes,37.0,Yes,Healthcare,1.0,average,2.0,6.0,6.112,5.357,4.546,6.146,A,5.54
3341,Male,No,20.0,No,Healthcare,1.0,low,4.0,6.0,9.064,-2.849,5.974,4.427,D,4.154
3342,Female,Yes,68.0,No,Lawyer,1.0,average,2.0,6.0,11.578,7.913,3.595,5.216,D,7.076
3343,Female,No,28.0,Yes,Doctor,1.0,low,3.0,6.0,0.173,6.189,1.728,1.69,B,2.445
3344,Male,No,25.0,Yes,Doctor,8.0,low,5.0,6.0,9.019,5.533,8.27,9.807,D,8.157
3345,Female,Yes,32.0,Yes,Homemaker,0.0,low,3.0,5.0,-0.348,0.641,4.728,-0.27,B,1.188
3346,Female,No,18.0,No,Entertainment,1.0,low,7.0,2.0,1.859,1.432,8.234,1.771,B,3.324
3347,Male,Yes,79.0,No,Lawyer,1.0,low,1.0,6.0,7.14,0.278,4.626,2.534,D,3.645
3348,Female,No,49.0,Yes,Artist,0.0,low,1.0,4.0,-1.168,6.078,4.634,0.981,B,2.631
3349,Male,Yes,49.0,Yes,Entertainment,0.0,average,4.0,6.0,2.675,11.711,3.598,-0.204,B,4.445
3350,Female,Yes,45.0,Yes,Artist,1.0,average,4.0,6.0,14.247,5.563,9.502,12.135,C,10.362
3351,Male,No,28.0,Yes,Doctor,1.0,low,3.0,6.0,15.192,0.975,9.312,7.595,D,8.269
3352,Female,Yes,57.0,Yes,Artist,4.0,average,3.0,6.0,9.203,5.324,8.739,7.395,C,7.665
3353,Female,No,41.0,Yes,Artist,1.0,low,1.0,6.0,3.33,3.366,4.19,5.3,A,4.046
3354,Female,Yes,37.0,Yes,Artist,3.0,average,3.0,3.0,2.689,5.635,2.031,-0.167,B,2.547
3355,Female,Yes,36.0,Yes,Artist,1.0,average,3.0,3.0,6.344,4.727,5.739,2.384,B,4.798
3356,Male,Yes,45.0,Yes,Artist,4.0,average,2.0,6.0,11.98,6.156,13.3,11.305,C,10.685
3357,Male,No,40.0,Yes,Artist,7.0,low,1.0,6.0,7.018,3.648,4.731,4.274,A,4.918
3358,Female,No,29.0,Yes,Healthcare,1.0,low,3.0,4.0,9.724,2.102,8.498,7.912,D,7.059
3359,Male,Yes,89.0,No,Lawyer,1.0,average,2.0,6.0,3.131,6.264,3.488,1.411,B,3.573
3360,Female,Yes,73.0,No,Lawyer,1.0,high,3.0,6.0,6.753,4.563,4.072,2.72,B,4.527
3361,Male,No,28.0,No,Doctor,4.0,low,1.0,3.0,8.638,9.186,5.011,-6.547,B,4.072
3362,Male,No,53.0,Yes,Artist,2.0,low,1.0,6.0,5.086,5.176,4.032,6.97,A,5.316
3363,Male,No,25.0,No,Doctor,2.0,low,3.0,4.0,13.818,-0.077,12.002,3.357,D,7.275
3364,Female,No,40.0,No,Healthcare,5.0,low,5.0,2.0,6.9,11.006,4.284,5.711,D,6.975
3365,Female,Yes,52.0,Yes,Artist,0.0,average,2.0,6.0,16.825,14.271,15.706,14.985,C,15.447
3366,Female,No,31.0,Yes,Healthcare,9.0,low,3.0,6.0,11.154,0.554,4.408,4.05,D,5.042
3367,Male,No,35.0,Yes,Artist,2.0,low,2.0,6.0,3.2,3.176,1.824,0.71,A,2.228
3368,Male,Yes,47.0,Yes,Artist,1.0,average,2.0,6.0,2.595,2.993,2.472,5.601,B,3.415
3369,Male,Yes,68.0,No,Executive,1.0,average,2.0,6.0,12.913,6.408,14.599,12.441,C,11.59
3370,Female,Yes,42.0,Yes,Artist,2.0,average,2.0,6.0,20.465,3.166,9.902,2.587,C,9.03
3371,Female,No,38.0,No,Homemaker,13.0,low,3.0,6.0,6.09,7.396,6.009,2.242,A,5.434
3372,Male,Yes,25.0,No,Executive,1.0,high,3.0,6.0,-1.372,4.976,2.423,-0.244,B,1.446
3373,Male,No,37.0,Yes,Entertainment,7.0,low,1.0,6.0,6.563,7.133,6.253,4.35,A,6.075
3374,Female,No,31.0,No,Healthcare,0.0,low,3.0,4.0,7.637,4.474,9.805,3.096,D,6.253
3375,Male,No,21.0,No,Healthcare,1.0,low,6.0,4.0,-2.42,7.165,1.597,8.837,D,3.795
3376,Male,Yes,28.0,Yes,Artist,0.0,average,3.0,6.0,8.097,2.209,5.764,4.998,A,5.267
3377,Female,Yes,50.0,Yes,Artist,1.0,high,8.0,6.0,8.284,2.989,5.682,0.703,B,4.414
3378,Female,No,46.0,No,Doctor,0.0,low,2.0,6.0,3.286,0.854,5.845,-4.745,B,1.31
3379,Male,Yes,37.0,Yes,Artist,1.0,average,2.0,6.0,10.461,10.613,13.715,5.63,C,10.105
3380,Male,No,28.0,Yes,Healthcare,14.0,average,1.0,6.0,8.58,1.675,14.177,5.842,D,7.568
3381,Male,Yes,71.0,No,Lawyer,0.0,low,1.0,6.0,7.153,3.739,3.882,1.658,A,4.108
3382,Female,Yes,66.0,No,Marketing,0.0,high,2.0,1.0,5.364,8.561,9.676,1.59,C,6.298
3383,Female,Yes,40.0,Yes,Homemaker,9.0,average,2.0,6.0,13.192,10.07,12.792,4.007,C,10.015
3384,Female,Yes,86.0,Yes,Lawyer,1.0,low,2.0,6.0,6.319,5.224,13.771,9.41,C,8.681
3385,Female,Yes,40.0,Yes,Artist,0.0,average,2.0,6.0,6.809,7.677,2.936,4.742,A,5.541
3386,Male,Yes,41.0,No,Artist,2.0,average,3.0,6.0,14.374,3.813,14.278,11.379,C,10.961
3387,Female,Yes,42.0,No,Engineer,0.0,low,4.0,4.0,12.182,5.183,2.12,5.473,D,6.24
3388,Female,Yes,87.0,No,Entertainment,1.0,high,3.0,6.0,5.848,1.974,7.497,5.837,A,5.289
3389,Female,Yes,80.0,Yes,Artist,6.0,average,2.0,6.0,19.191,8.125,8.146,14.15,C,12.403
3390,Male,Yes,60.0,Yes,Artist,1.0,average,1.0,3.0,4.791,3.284,0.735,5.773,A,3.646
3391,Male,Yes,38.0,Yes,Artist,1.0,average,4.0,6.0,10.564,6.425,14.806,9.287,C,10.27
3392,Female,Yes,74.0,Yes,Lawyer,1.0,high,2.0,6.0,7.595,9.536,6.633,6.754,A,7.63
3393,Female,No,20.0,No,Healthcare,4.0,low,4.0,6.0,17.218,6.196,0.394,4.559,D,7.092
3394,Female,No,43.0,Yes,Artist,1.0,low,1.0,4.0,6.125,5.711,5.6,2.177,A,4.903
3395,Male,No,32.0,Yes,Doctor,7.0,low,4.0,6.0,12.195,9.522,2.7,3.866,D,7.071
3396,Male,Yes,53.0,Yes,Executive,1.0,high,3.0,6.0,4.786,6.714,6.634,2.012,B,5.036
3397,Female,No,23.0,No,Healthcare,2.0,low,6.0,1.0,11.102,6.809,-5.326,5.747,D,4.583
