Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
Male,No,36.0,Yes,Artist,0.0,low,2.849,6,5.105,5.904,7.709,6.22,A
Female,No,33.0,Yes,Healthcare,0.0,low,5.0,3,11.26,6.352,10.068,9.071,D
Female,Yes,46.0,Yes,Artist,0.0,high,4.0,6,14.935,11.003,10.829,8.448,C
Male,Yes,49.0,Yes,Artist,0.0,average,2.0,7,17.328,12.078,10.408,11.849,C
Male,No,33.0,No,Healthcare,0.0,low,5.0,6,15.053,11.918,17.813,11.411,C
Female,Yes,49.0,Yes,Homemaker,8.0,average,2.0,5,15.731,12.083,16.477,20.335,C
Male,Yes,80.0,Yes,Executive,3.0,low,1.0,6,5.246,0.422,-1.122,-2.78,B
Male,No,36.0,Yes,Healthcare,8.0,average,4.0,2,9.002,6.01,5.41,3.931,A
Male,No,26.0,No,Engineer,7.0,average,1.0,6,13.599,11.392,1.531,3.831,D
Female,Yes,45.0,No,Doctor,1.0,low,1.0,5,0.675,0.985,5.186,11.152,B
Female,Yes,41.0,Yes,Entertainment,2.648,average,4.0,6,14.293,10.521,6.799,6.967,C
Female,Yes,43.47,Yes,Artist,0.0,low,2.0,6,8.159,18.165,5.361,6.538,C
Male,Yes,53.0,Yes,Entertainment,1.0,average,4.0,5,14.641,8.216,1.442,-0.929,D
Male,Yes,41.0,Yes,Artist,8.0,high,2.0,2,5.289,2.226,2.513,4.237,A
Male,Yes,43.0,No,Executive,1.0,low,4.0,6,5.488,4.59,3.875,4.367,A
Female,Yes,51.0,Yes,Artist,1.0,average,2.0,7,5.454,17.262,12.108,6.72,C
Male,Yes,43.47,Yes,Artist,1.0,average,6.0,5,3.32,0.895,7.785,16.878,C
Male,Yes,50.0,Yes,Executive,4.0,high,3.0,6,9.335,3.485,2.71,7.62,C
Male,Yes,70.0,Yes,Lawyer,3.0,high,2.0,6,1.948,6.313,11.313,6.911,D
Female,Yes,59.0,No,Artist,1.0,low,3.0,4,19.78,6.802,19.831,13.603,C
Male,Yes,84.0,Yes,Lawyer,2.648,low,1.0,6,10.268,9.608,8.517,8.47,C
Female,No,30.0,Yes,Healthcare,0.0,low,5.0,5,11.429,4.725,4.103,-6.017,D
Male,No,40.0,Yes,Artist,7.0,low,1.0,6,9.647,6.022,5.445,4.59,A
Male,Yes,74.0,No,Lawyer,0.0,low,1.0,6,6.992,8.904,6.268,7.085,D
Male,No,33.0,No,Marketing,0.0,low,3.0,3,4.796,0.679,2.834,7.033,D
Female,Yes,63.0,Yes,Marketing,2.0,low,1.0,6,12.963,10.099,7.461,-0.881,D
Male,Yes,41.0,Yes,Executive,2.648,high,5.0,6,4.846,4.657,2.124,3.865,A
Female,Yes,60.0,No,Lawyer,1.0,average,3.0,6,7.765,5.08,10.779,-1.223,B
Male,Yes,62.0,Yes,Artist,0.0,average,2.849,4,6.016,7.713,6.213,5.588,C
Male,No,31.0,Yes,Doctor,3.0,low,4.0,6,9.065,10.417,13.457,20.917,C
Female,Yes,28.0,Yes,Homemaker,9.0,average,2.0,3,2.315,7.541,6.944,0.462,B
Female,Yes,37.0,No,Entertainment,1.0,average,2.0,4,12.911,3.816,2.785,3.249,D
Male,Yes,70.0,No,Lawyer,0.0,high,2.0,6,-3.768,5.198,3.77,-3.421,B
Male,Yes,78.0,No,Entertainment,0.0,average,2.0,6,11.447,6.179,10.77,7.089,D
Female,No,38.0,Yes,Artist,8.0,low,8.0,2,3.796,7.201,9.432,3.61,B
Male,No,19.0,No,Entertainment,0.0,low,3.0,6,8.732,6.296,12.568,1.463,C
Female,Yes,28.0,No,Doctor,9.0,low,1.0,7,7.096,5.214,4.336,5.188,A
Female,Yes,73.0,No,Executive,0.0,low,3.0,4,1.785,5.786,1.947,1.232,B
Male,Yes,84.0,No,Lawyer,1.0,high,2.0,6,5.219,3.257,6.431,2.463,A
Male,No,21.0,No,Healthcare,7.0,average,4.0,3,6.575,7.871,8.316,3.075,D
Male,Yes,79.0,No,Lawyer,0.0,high,2.0,6,-1.349,2.352,9.348,-0.148,B
Male,No,20.0,No,Healthcare,0.0,average,2.849,6,3.011,7.805,2.116,-0.455,D
Male,No,59.0,No,Entertainment,2.648,low,2.849,3,2.293,2.599,3.016,5.058,A
Male,Yes,42.0,Yes,Artist,0.0,average,3.0,6,2.102,3.541,2.924,-0.245,B
Male,Yes,55.0,Yes,Homemaker,0.0,low,4.0,6,8.383,-1.699,7.82,0.129,B
Male,Yes,41.0,Yes,Artist,0.0,low,2.0,6,7.916,5.782,3.629,6.216,A
Male,Yes,48.0,Yes,Entertainment,1.0,low,2.849,4,2.004,8.469,3.879,1.155,B
Male,Yes,72.0,Yes,Executive,1.0,high,4.0,6,4.593,2.739,13.814,5.891,C
Male,Yes,52.0,No,Artist,2.648,average,6.0,6,3.247,5.616,7.964,1.89,B
Male,Yes,56.0,Yes,Artist,0.0,low,2.0,6,3.619,6.799,2.984,2.955,B
Male,Yes,80.0,No,Lawyer,2.648,high,2.0,6,3.329,8.972,11.954,11.998,C
Male,Yes,83.0,No,Executive,0.0,low,7.0,6,10.26,4.179,3.135,4.153,D
Female,Yes,47.0,Yes,Doctor,1.0,average,2.0,4,5.988,5.629,6.26,1.608,A
Female,Yes,47.0,Yes,Doctor,1.0,average,2.0,4,1.256,7.631,2.342,5.878,B
Female,Yes,83.0,No,Lawyer,1.0,high,2.0,6,12.405,-1.863,16.183,19.07,C
Female,Yes,38.0,No,Engineer,1.0,low,1.0,4,6.326,4.807,7.774,0.013,A
Male,No,29.0,Yes,Healthcare,3.0,low,3.0,4,9.847,8.814,1.782,-5.06,D
Male,Yes,50.0,Yes,Entertainment,0.0,average,4.0,6,1.928,11.511,3.497,-1.929,B
Female,Yes,43.47,No,Engineer,6.0,average,4.0,4,-0.037,8.714,4.825,1.193,B
Male,Yes,67.0,No,Lawyer,2.648,high,2.0,6,8.549,5.668,5.454,4.526,A
Male,No,33.0,Yes,Entertainment,1.0,low,8.0,4,6.388,17.479,14.153,6.248,C
Male,Yes,36.0,No,Executive,1.0,high,6.0,4,12.166,6.33,4.514,6.404,D
Male,Yes,65.0,No,Entertainment,7.0,average,4.0,4,7.965,6.744,0.656,3.762,D
Female,No,25.0,No,Marketing,1.0,low,9.0,5,5.709,5.993,6.6,5.632,D
Male,Yes,27.0,No,Entertainment,4.0,low,4.0,3,2.233,-2.492,6.469,-1.099,B
Male,Yes,22.0,No,Doctor,1.0,low,4.0,6,5.667,-0.013,5.001,5.804,A
Male,Yes,51.0,No,Engineer,0.0,average,3.0,6,0.741,8.652,5.476,0.33,D
Female,No,42.0,Yes,Entertainment,1.0,low,1.0,6,11.125,4.984,8.906,4.797,D
Male,Yes,46.0,Yes,Artist,2.648,average,2.849,6,6.526,16.992,12.197,10.269,C
Female,No,23.0,No,Healthcare,1.0,low,3.0,3,13.915,0.927,11.643,8.75,D
Male,Yes,80.0,Yes,Lawyer,0.0,high,2.0,6,13.904,10.316,-1.092,12.455,C
Female,Yes,40.0,Yes,Entertainment,12.0,low,6.0,6,6.727,5.201,7.467,3.632,A
Female,Yes,48.0,Yes,Artist,0.0,average,2.0,6,10.445,6.725,4.172,10.412,C
Female,No,55.0,Yes,Artist,3.0,low,1.0,6,9.89,7.227,2.349,4.402,A
Male,Yes,36.0,Yes,Entertainment,1.0,low,3.0,3,1.664,6.517,1.941,2.951,A
Male,Yes,41.0,Yes,Artist,12.0,average,2.0,6,2.148,4.648,2.932,1.58,B
Female,No,32.0,Yes,Artist,0.0,low,3.0,6,3.801,2.299,11.252,4.864,B
Male,Yes,37.0,Yes,Entertainment,8.0,average,2.0,2,9.54,1.308,7.384,2.852,D
Male,No,30.0,No,Healthcare,0.0,low,2.0,4,5.131,6.735,4.728,2.956,B
Female,Yes,79.0,Yes,Lawyer,1.0,average,1.0,6,15.999,0.884,10.664,11.88,C
Male,Yes,65.0,Yes,Artist,0.0,average,4.0,2,2.163,3.874,6.479,2.266,B
Male,Yes,49.0,Yes,Executive,0.0,high,4.0,6,7.167,3.482,4.843,2.145,A
Male,Yes,53.0,Yes,Artist,1.0,average,4.0,2,15.4,2.436,6.611,8.93,C
Male,No,20.0,No,Healthcare,8.0,low,5.0,6,10.995,8.765,7.97,10.765,D
Female,Yes,78.0,No,Lawyer,1.0,average,2.0,6,4.927,7.884,4.058,-0.291,B
Male,No,32.0,Yes,Doctor,6.0,low,5.0,6,5.382,1.815,6.638,1.708,D
Male,No,23.0,No,Healthcare,3.0,low,2.0,4,5.124,3.11,7.006,4.863,D
Female,Yes,40.0,Yes,Artist,1.0,average,2.0,6,20.053,9.594,14.96,8.799,C
Female,No,30.0,No,Engineer,0.0,low,3.0,6,-3.298,6.187,8.903,-0.29,B
Male,Yes,45.0,Yes,Entertainment,0.0,average,4.0,5,9.857,8.948,10.603,22.383,C
Male,Yes,25.0,No,Healthcare,1.0,average,2.0,6,5.467,-3.006,5.326,5.995,D
Female,No,20.0,No,Healthcare,0.0,low,4.0,5,11.476,0.214,4.595,3.057,D
Female,Yes,28.0,No,Homemaker,6.0,average,3.0,3,18.615,1.598,15.159,5.545,C
Female,No,27.0,Yes,Healthcare,1.0,low,3.0,7,4.796,6.602,-0.39,10.553,D
Male,No,19.0,No,Healthcare,0.0,low,3.0,2,9.417,10.659,7.893,-8.463,D
Female,No,26.0,Yes,Healthcare,0.0,low,4.0,2,6.048,5.602,6.945,1.108,A
Male,Yes,55.0,No,Artist,0.0,average,2.0,6,11.684,13.753,6.035,13.718,C
Female,Yes,41.0,No,Engineer,8.0,average,3.0,6,13.198,4.395,12.397,9.273,C
Male,No,25.0,No,Healthcare,0.0,low,4.0,6,7.835,-3.049,1.262,2.784,D
Female,Yes,67.0,Yes,Artist,1.0,average,2.0,6,5.045,3.741,5.73,-4.678,B
Female,Yes,25.0,No,Engineer,2.648,average,2.0,6,6.45,-0.435,8.301,13.881,D
Male,Yes,87.0,Yes,Lawyer,0.0,low,1.0,6,0.309,2.091,6.179,-1.187,B
Male,Yes,26.0,No,Doctor,9.0,low,6.0,6,5.551,4.54,4.597,-4.299,D
Female,Yes,37.0,Yes,Artist,4.0,low,1.0,3,5.727,3.315,5.853,7.529,A
Male,No,42.0,Yes,Doctor,1.0,low,1.0,6,8.987,3.4,4.033,6.015,A
Female,No,31.0,Yes,Healthcare,6.0,low,4.0,2,16.062,8.208,8.154,5.996,D
Female,No,20.0,No,Healthcare,0.0,low,3.0,6,14.223,4.741,13.738,-7.15,D
Male,Yes,51.0,Yes,Entertainment,2.648,high,4.0,6,11.884,4.172,3.462,5.728,D
Female,Yes,88.0,Yes,Lawyer,0.0,average,1.0,6,7.725,4.732,5.907,2.745,D
Male,No,33.0,Yes,Healthcare,8.0,low,4.0,2,7.765,3.764,3.245,4.359,D
Female,No,55.0,Yes,Artist,1.0,low,1.0,6,4.445,4.627,5.565,2.708,A
Male,No,22.0,No,Healthcare,1.0,average,3.0,6,10.374,7.452,9.181,10.361,D
Female,No,39.0,Yes,Engineer,1.0,low,3.0,6,5.314,3.338,0.374,4.397,B
Male,Yes,62.0,Yes,Artist,0.0,low,3.0,6,14.098,3.426,12.037,9.875,C
Female,Yes,37.0,No,Homemaker,13.0,average,3.0,6,3.713,4.774,4.018,2.236,A
Female,No,26.0,Yes,Homemaker,9.0,low,1.0,2,9.077,8.481,4.941,-3.359,D
Male,No,27.0,Yes,Artist,9.0,low,2.0,3,6.343,4.08,3.161,0.78,D
Male,No,29.0,Yes,Healthcare,1.0,low,4.0,2,-3.899,8.041,6.012,7.865,D
Female,No,31.0,Yes,Entertainment,1.0,low,1.0,6,0.655,7.745,5.848,3.613,B
Male,Yes,40.0,Yes,Entertainment,9.0,average,5.0,6,5.539,0.921,9.268,1.461,B
Male,Yes,56.0,Yes,Entertainment,0.0,low,2.0,3,6.287,11.76,8.656,9.86,C
Female,Yes,45.0,Yes,Artist,1.0,high,5.0,6,7.547,-0.444,11.597,8.825,C
Female,No,40.0,Yes,Entertainment,5.0,low,1.0,3,4.223,6.173,6.662,4.327,A
Male,No,43.47,Yes,Healthcare,9.0,low,3.0,6,15.09,5.137,4.257,-3.737,D
Male,No,23.0,No,Healthcare,1.0,average,4.0,6,12.198,8.421,9.181,3.469,D
Male,Yes,46.0,Yes,Artist,0.0,low,2.0,6,18.928,6.129,9.666,5.07,C
Female,Yes,39.0,Yes,Healthcare,8.0,high,2.0,1,4.529,5.387,-3.316,1.173,D
Female,Yes,65.0,No,Lawyer,0.0,high,9.0,4,4.329,7.161,5.612,2.194,A
Male,No,40.0,Yes,Artist,0.0,low,1.0,6,1.584,3.365,9.601,-0.772,B
Male,Yes,36.0,No,Engineer,2.648,average,2.849,5,4.456,11.503,1.492,-0.829,D
Female,No,18.0,No,Healthcare,3.0,average,4.0,4,7.24,7.739,3.296,-2.289,D
Male,Yes,73.0,Yes,Executive,1.0,high,2.0,6,3.24,2.7,-1.207,0.855,B
Female,Yes,43.47,No,Engineer,2.648,average,4.0,4,6.948,8.095,5.328,3.193,A
Male,Yes,43.47,Yes,Artist,4.0,average,3.0,6,0.367,2.122,5.382,8.416,B
Male,No,18.0,No,Healthcare,0.0,low,5.0,6,8.824,5.288,8.492,6.209,D
Male,No,19.0,No,Healthcare,0.0,average,4.0,4,12.661,4.435,5.138,5.454,D
Female,Yes,39.0,Yes,Artist,9.0,low,2.849,4,15.403,7.801,0.46,6.193,D
Male,Yes,58.0,Yes,Artist,7.0,low,2.0,6,-0.047,1.606,4.306,4.876,B
Female,No,28.0,Yes,Artist,1.0,low,2.0,6,13.402,8.311,5.464,5.524,C
Female,Yes,53.0,Yes,Artist,1.0,average,2.0,7,12.275,2.479,11.376,11.124,C
Male,No,43.47,No,Doctor,4.0,low,2.0,6,5.887,7.562,7.521,0.594,A
Male,Yes,49.0,Yes,Entertainment,7.0,average,4.0,6,7.508,10.483,13.41,4.2,C
Male,No,19.0,No,Healthcare,0.0,low,3.0,6,7.798,7.239,11.636,9.085,D
Male,No,20.0,No,Doctor,0.0,low,4.0,6,10.913,3.198,4.637,4.643,D
Male,Yes,55.0,Yes,Artist,2.0,low,2.0,6,4.359,4.653,4.235,-0.972,B
Female,No,32.0,Yes,Engineer,0.0,low,3.0,6,11.061,5.85,4.649,2.419,D
Male,No,27.0,No,Healthcare,10.0,low,4.0,6,4.632,9.621,7.313,13.305,C
Male,Yes,72.0,Yes,Executive,1.0,high,5.0,6,1.673,4.443,5.887,2.604,A
Female,No,43.47,Yes,Artist,1.0,low,1.0,6,12.437,5.192,9.576,6.511,C
Female,Yes,35.0,Yes,Artist,0.0,low,3.0,6,2.996,3.533,4.163,3.324,A
Female,No,32.0,Yes,Engineer,9.0,low,1.0,6,6.814,3.075,6.099,1.578,A
Female,Yes,28.0,Yes,Healthcare,10.0,high,2.0,6,11.692,3.551,4.489,2.487,D
Male,Yes,19.0,No,Entertainment,1.0,low,2.0,6,10.323,4.913,5.897,7.195,A
Male,Yes,52.0,Yes,Artist,2.0,high,1.0,4,0.573,10.487,4.949,1.109,D
Male,No,29.0,No,Doctor,1.0,low,3.0,6,11.722,4.465,14.925,3.709,D
Female,Yes,51.0,Yes,Homemaker,12.0,average,4.0,3,0.116,3.385,1.961,2.433,B
Male,No,27.0,Yes,Healthcare,1.0,low,5.0,6,9.627,10.442,9.298,4.552,D
Female,No,47.0,Yes,Entertainment,0.0,low,1.0,3,3.237,8.165,6.941,3.115,A
Male,Yes,61.0,No,Entertainment,1.0,low,1.0,2,5.177,2.355,0.97,1.613,A
Female,Yes,75.0,No,Lawyer,0.0,high,2.0,6,9.591,-2.783,4.327,5.014,D
Male,No,19.0,No,Healthcare,1.0,low,1.0,6,7.225,7.729,4.716,0.176,D
Male,Yes,48.0,Yes,Artist,0.0,average,2.0,5,19.012,16.516,-2.709,8.225,C
Male,Yes,59.0,Yes,Artist,3.0,average,2.0,6,2.214,5.06,7.938,4.569,B
Male,Yes,42.0,No,Homemaker,8.0,low,1.0,6,2.904,5.792,4.608,3.249,A
Female,No,86.0,Yes,Lawyer,1.0,low,1.0,6,8.635,4.46,5.906,4.449,A
Male,No,33.0,Yes,Entertainment,9.0,low,4.0,5,18.138,6.206,15.65,8.328,C
Male,Yes,49.0,No,Executive,3.0,high,5.0,7,4.977,9.245,6.023,3.129,B
Male,Yes,52.0,Yes,Entertainment,2.648,average,3.0,6,2.991,2.411,7.783,-4.431,B
Male,No,41.0,Yes,Artist,2.648,low,3.0,6,16.547,10.889,5.037,17.68,C
Male,No,26.0,Yes,Healthcare,1.0,low,2.849,5,15.921,-0.996,9.355,8.366,D
Male,No,23.0,No,Doctor,1.0,low,5.0,6,7.332,-2.149,7.814,5.077,D
Male,No,35.0,No,Doctor,1.0,low,3.0,3,19.031,11.609,3.903,6.486,D
Male,Yes,37.0,Yes,Artist,2.0,average,2.0,6,10.427,5.998,12.993,11.048,C
Male,Yes,43.0,Yes,Entertainment,7.0,low,2.0,6,5.198,5.342,3.505,-0.283,A
Male,Yes,50.0,No,Engineer,1.0,low,2.0,6,10.368,3.444,12.809,6.524,D
Female,No,50.0,No,Engineer,1.0,low,1.0,6,6.401,7.248,3.731,4.411,A
Female,No,26.0,No,Healthcare,3.0,low,2.849,6,11.961,6.913,5.421,9.229,D
Female,No,20.0,No,Healthcare,8.0,low,3.0,1,12.848,7.144,6.339,0.818,D
Female,Yes,31.0,No,Homemaker,9.0,average,2.0,6,8.37,3.574,3.659,3.818,A
Male,Yes,41.0,No,Executive,1.0,average,5.0,5,1.4,7.279,-1.812,0.606,B
Male,Yes,84.0,No,Lawyer,1.0,low,1.0,6,3.265,3.645,3.099,2.763,A
Female,No,22.0,No,Healthcare,8.0,average,5.0,4,7.254,6.04,6.132,5.267,D
Female,No,23.0,No,Healthcare,0.0,low,4.0,3,16.986,3.643,-1.433,4.931,D
Female,Yes,69.0,No,Lawyer,0.0,low,1.0,3,7.317,-0.393,16.673,-1.549,D
Female,Yes,68.0,Yes,Artist,4.0,low,2.0,6,6.27,2.4,1.26,-3.735,B
Female,No,30.0,No,Healthcare,8.0,average,4.0,4,3.459,0.831,6.066,0.787,B
Female,No,26.0,Yes,Doctor,1.0,low,1.0,6,5.574,4.489,-0.971,2.791,D
Male,Yes,79.0,No,Lawyer,1.0,low,1.0,6,15.402,4.259,4.62,2.349,D
Female,No,36.0,Yes,Artist,1.0,average,1.0,6,9.637,10.584,15.825,14.793,C
Male,No,18.0,No,Entertainment,0.0,low,5.0,6,16.121,10.425,7.168,8.033,C
Male,No,30.0,Yes,Healthcare,8.0,low,4.0,7,12.549,0.144,1.637,-5.428,D
Female,No,46.0,Yes,Artist,9.0,average,1.0,6,5.527,7.374,2.388,0.055,B
Male,No,19.0,No,Healthcare,2.0,low,5.0,2,4.01,5.795,7.664,8.487,D
Male,No,33.0,Yes,Entertainment,0.0,low,4.0,6,16.5,7.983,12.881,14.108,C
Female,Yes,65.0,Yes,Artist,13.0,low,1.0,6,0.116,1.576,0.052,-5.81,B
Male,Yes,26.0,Yes,Artist,6.0,average,2.0,6,4.126,5.41,2.933,4.333,A
Female,No,30.0,Yes,Homemaker,6.0,low,1.0,6,6.976,6.586,3.124,9.341,D
Female,No,33.0,Yes,Entertainment,1.0,low,4.0,6,11.884,4.491,-3.015,-0.654,D
Female,Yes,27.0,Yes,Engineer,0.0,average,4.0,7,5.258,6.195,3.623,6.155,A
Male,Yes,65.0,Yes,Artist,0.0,average,2.0,6,9.526,6.282,5.034,7.688,C
Male,Yes,77.0,No,Lawyer,1.0,low,2.0,4,0.561,4.356,13.834,5.526,D
Female,No,27.0,Yes,Homemaker,6.0,low,7.0,6,6.768,3.788,2.275,-5.329,B
Male,Yes,78.0,No,Lawyer,2.648,low,2.849,3,5.899,4.584,11.933,10.301,C
Female,Yes,51.0,Yes,Doctor,1.0,average,4.0,6,6.01,0.925,5.753,-2.369,B
Male,No,18.0,No,Healthcare,13.0,low,4.0,6,7.403,4.958,2.879,3.017,D
Female,Yes,63.0,Yes,Artist,5.0,low,1.0,3,15.472,4.896,14.984,7.159,C
Male,Yes,36.0,Yes,Engineer,1.0,average,3.0,4,2.652,5.481,7.127,-0.614,B
Male,Yes,43.0,Yes,Executive,1.0,high,4.0,6,4.9,3.772,5.468,-1.825,B
Male,Yes,46.0,Yes,Executive,0.0,high,4.0,6,13.809,3.71,14.723,9.102,C
Male,No,51.0,Yes,Artist,0.0,low,3.0,6,4.518,3.825,3.604,1.395,B
Male,No,43.0,Yes,Engineer,0.0,low,1.0,6,6.702,6.025,2.513,4.745,A
Female,Yes,43.0,Yes,Artist,0.0,average,2.0,6,8.308,5.194,8.327,12.298,C
Female,No,37.0,Yes,Entertainment,1.0,low,1.0,6,8.743,4.072,6.65,6.012,A
Female,Yes,43.47,No,Artist,0.0,average,5.0,6,9.213,5.082,4.784,11.597,C
Male,No,30.0,No,Doctor,2.648,low,5.0,6,0.34,8.294,7.44,4.628,D
Female,Yes,37.0,Yes,Entertainment,5.0,average,2.0,3,2.832,-0.51,-1.113,2.943,B
Male,Yes,53.0,No,Artist,8.0,average,3.0,6,-2.104,2.297,4.745,1.935,B
Female,Yes,26.0,Yes,Healthcare,6.0,high,7.0,2,13.021,7.496,6.727,1.448,D
Male,Yes,40.0,Yes,Artist,0.0,average,2.0,6,10.049,4.664,6.0,13.71,C
Male,Yes,66.0,Yes,Artist,2.0,low,1.0,6,14.443,9.7,15.837,5.826,C
Male,Yes,80.0,Yes,Lawyer,2.648,low,1.0,6,11.056,7.034,-0.151,-3.491,D
Female,Yes,37.0,No,Engineer,0.0,average,5.0,2,4.679,3.759,1.733,3.436,B
Female,Yes,42.0,No,Artist,1.0,high,4.0,6,6.511,1.741,6.81,-1.529,B
Female,No,38.0,Yes,Artist,1.0,low,2.0,6,11.9,-4.382,15.585,16.204,C
Female,No,53.0,No,Lawyer,1.0,low,1.0,6,4.677,5.317,6.539,-2.455,D
Male,No,33.0,No,Executive,5.0,low,2.0,6,1.972,6.911,3.761,5.16,A
Male,Yes,33.0,No,Executive,2.648,high,4.0,6,1.366,0.967,9.295,0.098,B
Male,No,19.0,No,Healthcare,1.0,low,3.0,6,13.858,11.336,2.08,8.871,D
Male,Yes,53.0,Yes,Artist,2.648,average,3.0,6,8.882,4.177,5.305,4.267,A
Female,No,26.0,No,Engineer,0.0,low,2.0,6,9.99,-0.368,9.781,2.247,D
Male,No,20.0,No,Healthcare,1.0,low,3.0,6,12.24,1.26,1.363,0.689,D
Female,Yes,53.0,Yes,Executive,0.0,high,4.0,6,-0.899,4.221,11.524,8.047,C
Female,Yes,41.0,Yes,Artist,0.0,average,2.0,7,10.264,1.492,6.545,10.216,C
Male,Yes,48.0,Yes,Executive,0.0,high,3.0,2,19.08,-0.126,8.582,5.83,C
Male,Yes,56.0,No,Executive,0.0,high,4.0,6,0.929,2.053,1.917,-0.079,B
Female,No,66.0,Yes,Artist,0.0,low,1.0,6,3.983,10.479,10.776,11.009,D
Male,Yes,35.0,No,Entertainment,8.0,average,4.0,6,6.491,6.658,5.718,5.503,A
Male,Yes,50.0,No,Entertainment,0.0,low,2.0,6,6.289,8.398,2.422,3.753,A
Female,Yes,51.0,Yes,Artist,3.0,low,2.0,3,-2.029,4.455,5.32,-0.685,B
Female,No,30.0,No,Healthcare,8.0,low,3.0,4,10.561,0.482,0.779,4.724,D
Male,No,30.0,No,Executive,1.0,low,4.0,4,9.669,5.359,5.657,5.473,D
Female,No,50.0,Yes,Artist,9.0,low,1.0,6,3.791,2.168,7.61,0.175,B
Male,Yes,61.0,Yes,Artist,2.648,low,1.0,6,2.753,-1.328,-0.305,2.94,B
Female,No,22.0,No,Doctor,0.0,low,2.0,4,11.203,3.559,2.191,5.026,D
Female,No,35.0,Yes,Healthcare,9.0,low,1.0,6,9.563,12.301,9.517,3.925,D
Female,Yes,47.0,Yes,Engineer,0.0,low,4.0,6,8.368,-4.663,1.223,3.816,B
Male,No,32.0,No,Doctor,12.0,low,4.0,6,7.67,2.367,10.829,1.54,D
Male,Yes,33.0,No,Healthcare,11.0,high,2.0,6,10.586,2.781,6.056,3.139,D
Female,No,25.0,Yes,Healthcare,2.648,low,2.0,4,5.98,3.642,6.141,2.498,A
Female,No,28.0,No,Healthcare,1.0,low,4.0,5,-0.925,4.246,4.889,-1.795,B
Male,No,32.0,No,Homemaker,2.648,low,2.0,4,2.07,4.229,0.906,1.025,B
Female,Yes,50.0,Yes,Healthcare,1.0,high,6.0,5,9.486,7.085,15.578,6.697,C
Female,Yes,37.0,Yes,Engineer,2.648,average,3.0,6,-1.57,9.148,5.56,-0.319,B
Male,No,53.0,Yes,Artist,1.0,average,1.0,5,3.716,2.377,4.451,-0.66,B
Female,Yes,49.0,Yes,Artist,1.0,low,2.0,5,6.012,7.873,0.48,1.011,A
Male,Yes,72.0,Yes,Lawyer,1.0,low,1.0,6,13.329,3.927,7.473,2.093,D
Male,Yes,60.0,Yes,Executive,0.0,high,3.0,6,2.914,4.441,-1.41,3.305,B
Male,No,48.0,Yes,Artist,4.0,low,1.0,6,5.452,12.093,14.201,9.636,C
Female,No,32.0,No,Healthcare,1.0,average,4.0,6,11.581,2.087,2.649,4.815,D
Male,No,48.0,Yes,Entertainment,1.0,low,2.0,3,5.917,6.94,8.18,4.588,A
Female,No,33.0,Yes,Entertainment,0.0,low,1.0,7,7.801,6.478,4.636,4.006,B
Female,Yes,26.0,No,Engineer,7.0,low,2.0,6,3.792,5.507,5.028,4.716,A
Female,Yes,38.0,Yes,Artist,1.0,average,4.0,3,20.85,8.214,1.938,7.483,C
Female,Yes,56.0,Yes,Artist,0.0,low,1.0,4,15.612,13.184,7.968,7.708,C
Female,No,41.0,Yes,Entertainment,1.0,low,2.849,6,9.66,5.763,8.972,3.998,D
Female,Yes,43.0,Yes,Engineer,0.0,high,4.0,3,7.863,3.698,0.956,1.259,A
Female,Yes,51.0,Yes,Artist,0.0,average,2.0,2,11.723,7.895,11.406,1.089,C
Female,Yes,47.0,Yes,Artist,7.0,average,2.0,6,11.233,7.054,6.814,0.903,C
Male,No,28.0,Yes,Artist,1.0,low,3.0,4,17.033,2.184,2.578,-6.374,D
Male,No,20.0,No,Healthcare,1.0,low,2.0,6,9.037,1.076,2.508,1.951,D
Female,Yes,38.0,No,Artist,0.0,low,3.0,6,19.157,16.52,17.006,13.36,C
Male,Yes,57.0,Yes,Executive,1.0,high,3.0,6,17.325,4.338,19.9,10.132,C
Female,Yes,28.0,No,Engineer,1.0,average,2.0,4,3.26,4.069,7.095,8.638,A
Male,No,39.0,Yes,Artist,1.0,low,1.0,6,2.997,6.131,8.994,-2.463,B
Male,Yes,89.0,Yes,Marketing,1.0,high,2.0,6,19.082,3.47,2.324,6.278,C
Female,Yes,81.0,Yes,Lawyer,0.0,average,2.0,6,6.988,5.354,5.925,3.853,A
Male,No,33.0,Yes,Entertainment,1.0,low,4.0,2,7.218,2.997,5.033,3.704,D
Male,Yes,32.0,Yes,Artist,5.0,average,2.0,3,7.332,1.261,3.3,1.905,A
Male,No,79.0,No,Lawyer,0.0,low,1.0,3,6.379,7.215,4.667,3.561,A
Female,Yes,41.0,Yes,Artist,1.0,average,3.0,6,0.872,7.876,3.593,-1.518,B
Male,Yes,43.0,Yes,Artist,9.0,average,2.0,2,24.74,1.493,8.904,1.974,C
Female,Yes,68.0,No,Doctor,8.0,average,2.0,6,8.86,5.408,13.812,11.336,C
Female,Yes,58.0,Yes,Artist,7.0,low,2.0,6,18.827,11.613,15.346,6.554,C
Male,Yes,51.0,Yes,Entertainment,1.0,average,5.0,6,4.877,0.599,7.528,-0.266,B
Male,Yes,47.0,Yes,Artist,0.0,low,2.0,6,16.909,12.641,4.128,4.245,C
