Unnamed: 0,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group,Avg_Shop,Avg_Shop_Range
3469,Female,Yes,36.0,No,Engineer,0.0,average,3.0,2.0,1.045,7.817,5.9879999999999995,-0.040999999999999995,B,3.702,-5
3470,Female,No,20.0,No,Marketing,7.0,low,2.0,6.0,7.534,8.618,3.655,8.25,D,7.013999999999999,5-15
3471,Female,Yes,53.0,Yes,Marketing,6.0,low,1.0,6.0,9.369,4.3919999999999995,-4.173,2.011,D,2.9,-5
3472,Male,Yes,36.0,No,Doctor,1.0,average,1.0,4.0,4.102,5.58,3.924,-0.7490000000000001,A,3.214,-5
3473,Female,No,32.0,Yes,Engineer,0.0,low,2.0,6.0,2.986,1.5419999999999998,7.955,-1.287,D,2.799,-5
3474,Male,Yes,55.0,Yes,Entertainment,1.0,average,3.0,7.0,5.354,3.806,-1.685,3.548,B,2.7560000000000002,-5
3475,Male,Yes,37.0,Yes,Entertainment,0.0,average,2.0,6.0,19.017,0.38299999999999995,12.186,2.787,C,8.593,5-15
3476,Female,No,27.0,Yes,Healthcare,1.0,low,3.0,6.0,5.752000000000001,8.628,12.515999999999998,5.1370000000000005,D,8.008,5-15
3477,Male,No,43.0,Yes,Healthcare,1.0,low,7.0,6.0,14.209000000000001,1.625,6.494,7.51,D,7.46,5-15
3478,Female,No,32.0,Yes,Engineer,1.0,low,3.0,3.0,11.87,5.871,1.952,6.046,D,6.435,5-15
3479,Female,Yes,87.0,No,Lawyer,1.0,low,1.0,6.0,5.024,3.79,6.531000000000001,3.411,A,4.689,-5
3480,Male,Yes,86.0,No,Lawyer,13.0,low,1.0,6.0,6.332000000000001,1.939,3.6210000000000004,3.1689999999999996,A,3.765,-5
3481,Female,No,42.0,Yes,Engineer,11.0,average,1.0,6.0,9.833,2.008,11.338,-1.656,D,5.381,5-15
3482,Male,No,37.0,Yes,Artist,0.0,low,1.0,6.0,4.618,2.957,1.768,2.408,B,2.938,-5
3483,Female,No,25.0,No,Doctor,1.0,average,7.0,6.0,18.874000000000002,2.6010000000000004,5.901,0.593,D,6.992000000000001,5-15
3484,Male,No,19.0,No,Doctor,0.0,low,4.0,6.0,10.415999999999999,5.084,1.3319999999999999,13.011,D,7.461,5-15
3485,Male,Yes,42.0,No,Artist,7.0,average,5.0,6.0,-7.7589999999999995,0.775,4.052,-6.247000000000001,B,-2.295,-5
3486,Male,Yes,33.0,No,Doctor,0.0,low,4.0,4.0,15.645999999999999,6.502999999999999,5.545,-7.307,D,5.0969999999999995,5-15
3487,Male,Yes,41.0,Yes,Artist,8.0,average,2.0,6.0,5.34,6.6579999999999995,5.898,-2.086,B,3.952,-5
3488,Female,No,27.0,Yes,Doctor,1.0,low,2.0,3.0,11.978,0.34299999999999997,6.862,2.925,D,5.527,5-15
3489,Male,Yes,84.0,No,Lawyer,1.0,low,3.0,6.0,12.549000000000001,7.485,8.712,9.261000000000001,D,9.502,5-15
3490,Male,No,22.0,No,Healthcare,10.0,average,4.0,6.0,3.553,-0.775,6.696000000000001,3.714,D,3.2969999999999997,-5
3491,Male,Yes,50.0,Yes,Artist,1.0,average,3.0,6.0,15.142999999999999,6.642,-6.699,8.513,C,5.9,5-15
3492,Female,No,30.0,Yes,Healthcare,4.0,low,4.0,6.0,6.007000000000001,3.905,3.968,9.076,D,5.739,5-15
3493,Female,No,23.0,No,Healthcare,1.0,low,4.0,6.0,7.495,6.541,7.361000000000001,-2.715,D,4.671,-5
3494,Male,No,27.0,No,Artist,9.0,average,8.0,6.0,16.724,7.712000000000001,0.405,6.888999999999999,D,7.932,5-15
3495,Female,No,35.0,Yes,Artist,8.0,low,1.0,6.0,0.221,5.6770000000000005,6.545,-0.617,B,2.9560000000000004,-5
3496,Male,No,23.0,No,Healthcare,1.0,average,2.0,6.0,10.780999999999999,2.75,8.964,9.146,D,7.91,5-15
3497,Male,Yes,56.0,Yes,Artist,0.0,average,3.0,6.0,-0.9,7.91,1.081,10.732999999999999,B,4.706,-5
3498,Female,Yes,41.0,Yes,Artist,1.0,average,3.0,2.0,1.629,4.675,1.739,-3.1289999999999996,B,1.229,-5
3499,Female,No,25.0,No,Doctor,1.0,low,3.0,6.0,3.455,3.8510000000000004,4.114,6.769,B,4.547,-5
3500,Male,Yes,41.0,Yes,Doctor,1.0,low,2.0,6.0,15.77,8.863999999999999,11.488,9.665,C,11.447000000000001,5-15
3501,Female,No,27.0,No,Homemaker,14.0,low,1.0,6.0,11.067,-3.7539999999999996,-0.344,5.284,D,3.063,-5
3502,Male,Yes,43.0,Yes,Doctor,3.0,average,2.0,6.0,6.2860000000000005,2.373,3.1839999999999997,-1.3330000000000002,B,2.628,-5
3503,Male,Yes,40.0,Yes,Artist,1.0,average,5.0,6.0,6.093,6.682,7.882000000000001,1.805,A,5.6160000000000005,5-15
3504,Female,Yes,45.0,No,Artist,4.0,average,4.0,6.0,4.505,7.23,8.988,1.17,B,5.473,5-15
3505,Female,Yes,82.0,No,Lawyer,0.0,high,2.0,6.0,6.654,5.854,2.335,1.709,C,4.138,-5
3506,Female,No,28.0,Yes,Artist,1.0,low,1.0,6.0,4.378,1.683,7.047999999999999,1.88,A,3.747,-5
3507,Female,Yes,63.0,Yes,Artist,0.0,high,4.0,6.0,5.372000000000001,8.157,14.845999999999998,11.54,C,9.979,5-15
3508,Female,No,35.0,Yes,Artist,13.0,average,2.0,6.0,8.072000000000001,11.437999999999999,3.866,6.0089999999999995,B,7.346,5-15
3509,Female,Yes,89.0,No,Lawyer,1.0,average,2.0,6.0,4.791,-1.155,3.127,4.888,A,2.9130000000000003,-5
3510,Male,No,20.0,No,Healthcare,1.0,low,4.0,6.0,9.017000000000001,3.8339999999999996,1.236,2.5580000000000003,D,4.1610000000000005,-5
3511,Female,No,40.0,Yes,Healthcare,1.0,low,1.0,4.0,7.027,7.015,8.772,5.225,A,7.01,5-15
3512,Male,No,25.0,Yes,Marketing,8.0,low,3.0,6.0,4.1419999999999995,4.385,7.29,4.405,A,5.056,5-15
3513,Male,Yes,49.0,Yes,Artist,2.0,average,4.0,2.0,5.976,10.032,7.09,5.821000000000001,C,7.23,5-15
3514,Female,Yes,47.0,Yes,Artist,1.0,average,2.0,6.0,4.784,6.311,5.542999999999999,-3.1919999999999997,B,3.361,-5
3515,Male,Yes,30.0,Yes,Artist,0.0,average,2.0,6.0,4.252,4.427,4.641,-0.252,B,3.267,-5
3516,Female,Yes,40.0,Yes,Doctor,0.0,low,1.0,2.0,6.989,5.688,5.973,3.585,A,5.559,5-15
3517,Male,Yes,39.0,Yes,Healthcare,7.0,average,5.0,3.0,3.62,3.7110000000000003,8.354,0.945,A,4.158,-5
3518,Male,Yes,61.0,Yes,Artist,1.0,average,5.0,4.0,-0.28,4.396,3.63,-3.175,B,1.143,-5
3519,Female,No,28.0,No,Engineer,1.0,low,4.0,4.0,5.678999999999999,8.208,4.873,4.445,A,5.801,5-15
3520,Male,No,18.0,No,Healthcare,0.0,average,3.0,4.0,9.663,5.792000000000001,12.35,10.029,D,9.458,5-15
3521,Female,Yes,55.0,Yes,Artist,0.0,average,4.0,6.0,5.667999999999999,10.854000000000001,9.107000000000001,19.585,C,11.304,5-15
3522,Male,No,40.0,No,Engineer,5.0,low,2.0,6.0,10.940999999999999,7.617999999999999,4.649,-0.943,D,5.566,5-15
3523,Female,No,40.0,Yes,Doctor,10.0,low,5.0,6.0,6.51,4.155,5.011,5.636,D,5.327999999999999,5-15
3524,Male,Yes,66.0,No,Engineer,1.0,low,2.0,6.0,2.046,2.623,7.942,3.215,A,3.9560000000000004,-5
3525,Female,No,46.0,Yes,Engineer,1.0,low,1.0,6.0,2.7889999999999997,9.022,3.2969999999999997,0.231,D,3.835,-5
3526,Female,Yes,52.0,Yes,Artist,0.0,average,3.0,7.0,21.619,2.69,9.055,16.247,C,12.402999999999999,5-15
3527,Female,No,23.0,No,Healthcare,0.0,low,4.0,6.0,12.504000000000001,10.775,11.276,-1.305,D,8.312999999999999,5-15
3528,Female,No,27.0,No,Healthcare,5.0,low,3.0,2.0,8.384,1.7080000000000002,-0.685,0.253,D,2.415,-5
3529,Female,Yes,37.0,Yes,Artist,1.0,average,3.0,3.0,8.984,0.65,6.475,-0.226,B,3.971,-5
3530,Female,No,46.0,No,Homemaker,9.0,low,1.0,6.0,4.933,7.559,7.457000000000001,4.407,D,6.0889999999999995,5-15
3531,Female,No,22.0,No,Healthcare,0.0,low,3.0,6.0,13.716,8.69,6.822,9.654,D,9.72,5-15
3532,Male,Yes,42.0,Yes,Artist,0.0,average,2.0,6.0,20.285999999999998,7.24,11.378,8.623,C,11.882,5-15
3533,Female,Yes,35.0,Yes,Artist,1.0,average,2.0,3.0,1.615,-0.799,9.967,-0.262,B,2.63,-5
3534,Male,Yes,39.0,No,Executive,5.0,high,3.0,4.0,10.603,0.821,10.859000000000002,5.593999999999999,D,6.968999999999999,5-15
3535,Female,No,27.0,Yes,Healthcare,0.0,low,4.0,6.0,-0.047,8.642000000000001,9.391,5.482,B,5.867000000000001,5-15
3536,Female,Yes,39.0,Yes,Artist,0.0,average,3.0,3.0,2.766,6.763999999999999,5.846,16.985,C,8.09,5-15
3537,Female,No,22.0,No,Entertainment,1.0,low,3.0,6.0,8.918,5.297000000000001,1.569,4.279,D,5.016,5-15
3538,Male,No,31.0,Yes,Artist,4.0,average,4.0,6.0,5.979,0.525,6.257999999999999,5.55,A,4.578,-5
3539,Female,Yes,48.0,No,Engineer,1.0,average,6.0,3.0,5.778,5.61,6.792999999999999,10.043,A,7.056,5-15
3540,Female,Yes,74.0,Yes,Lawyer,1.0,high,3.0,6.0,-2.562,-3.023,1.173,1.113,B,-0.825,-5
3541,Female,Yes,40.0,Yes,Engineer,12.0,average,3.0,6.0,4.893,4.196000000000001,5.216,1.074,B,3.845,-5
3542,Male,No,26.0,No,Doctor,2.0,low,4.0,6.0,4.08,-0.8690000000000001,-1.301,3.37,B,1.32,-5
3543,Male,No,35.0,Yes,Artist,0.0,low,1.0,6.0,6.9239999999999995,5.2829999999999995,5.138999999999999,5.275,A,5.655,5-15
3544,Male,No,49.0,Yes,Doctor,5.0,average,1.0,6.0,7.353,4.019,8.815,8.34,D,7.132000000000001,5-15
3545,Male,Yes,26.0,No,Artist,7.0,low,4.0,4.0,5.528,2.528,6.619,5.35,A,5.006,5-15
3546,Female,Yes,74.0,Yes,Lawyer,1.0,average,2.0,6.0,9.253,5.083,5.332999999999999,5.3,A,6.242000000000001,5-15
3547,Female,Yes,56.0,Yes,Engineer,1.0,high,3.0,3.0,-4.4510000000000005,-1.351,3.3480000000000003,2.938,B,0.121,-5
3548,Female,Yes,49.0,Yes,Artist,2.0,average,2.0,6.0,18.905,7.394,8.993,14.083,C,12.344000000000001,5-15
3549,Male,No,19.0,No,Healthcare,1.0,average,8.0,4.0,3.411,9.107999999999999,5.244,4.5169999999999995,D,5.57,5-15
3550,Male,No,39.0,Yes,Artist,2.0,low,3.0,4.0,2.062,3.49,6.897,-0.381,B,3.017,-5
3551,Male,Yes,37.0,Yes,Executive,0.0,high,4.0,6.0,1.013,0.968,5.0089999999999995,6.341,B,3.333,-5
3552,Male,No,41.0,Yes,Doctor,0.0,average,1.0,6.0,4.225,8.06,4.144,8.366,A,6.199,5-15
3553,Female,No,26.0,Yes,Homemaker,8.0,low,2.0,6.0,12.715,2.575,1.774,1.248,D,4.578,-5
3554,Female,Yes,38.0,No,Doctor,1.0,average,3.0,4.0,10.04,2.841,4.763,6.007000000000001,A,5.912999999999999,5-15
3555,Male,Yes,35.0,Yes,Artist,0.0,low,3.0,6.0,13.659,7.96,6.275,11.499,C,9.847999999999999,5-15
3556,Male,Yes,49.0,Yes,Artist,0.0,average,2.0,6.0,12.126,4.628,14.495999999999999,7.362,C,9.652999999999999,5-15
3557,Female,No,38.0,No,Doctor,0.0,low,1.0,6.0,9.979,7.8870000000000005,12.887,8.839,C,9.898,5-15
3558,Male,Yes,70.0,No,Executive,1.0,high,2.0,6.0,6.329,1.125,4.102,4.378,A,3.984,-5
3559,Male,No,21.0,No,Doctor,9.0,low,3.0,7.0,9.98,3.512,5.856,7.047999999999999,D,6.599,5-15
3560,Male,Yes,58.0,Yes,Artist,8.0,average,1.0,3.0,3.8169999999999997,3.9619999999999997,5.852,1.788,B,3.855,-5
3561,Female,No,28.0,No,Artist,5.0,low,5.0,3.0,5.3420000000000005,2.553,9.765,2.467,C,5.032,5-15
3562,Male,Yes,57.0,No,Executive,0.0,low,1.0,6.0,6.263999999999999,3.8489999999999998,4.371,1.7619999999999998,A,4.061,-5
3563,Male,Yes,37.0,Yes,Artist,1.0,average,2.0,6.0,6.021,6.004,9.029,-0.573,B,5.12,5-15
3564,Female,Yes,52.0,No,Marketing,1.0,average,3.0,4.0,13.154000000000002,10.324000000000002,4.024,5.581,D,8.271,5-15
3565,Female,Yes,30.0,Yes,Doctor,4.0,low,2.0,6.0,7.297000000000001,7.746,3.6460000000000004,1.7469999999999999,D,5.109,5-15
3566,Male,Yes,35.0,Yes,Artist,0.0,average,2.0,6.0,8.343,9.782,16.902,10.08,C,11.277000000000001,5-15
3567,Female,No,31.0,Yes,Artist,14.0,low,3.0,2.0,5.462999999999999,4.216,5.553999999999999,6.617000000000001,A,5.462000000000001,5-15
3568,Male,Yes,37.0,Yes,Doctor,0.0,average,2.0,6.0,3.3280000000000003,4.73,6.9510000000000005,3.3089999999999997,A,4.58,-5
3569,Male,Yes,71.0,Yes,Executive,0.0,high,2.0,6.0,4.894,1.089,2.83,-1.3230000000000002,B,1.8719999999999999,-5
3570,Male,Yes,66.0,Yes,Healthcare,0.0,low,1.0,4.0,4.978,4.308,6.216,2.069,D,4.393,-5
3571,Male,No,26.0,Yes,Artist,0.0,low,4.0,4.0,7.115,-0.705,4.933,6.151,D,4.374,-5
3572,Female,No,31.0,No,Healthcare,8.0,low,4.0,6.0,1.749,3.66,7.25,2.312,D,3.7430000000000003,-5
3573,Male,Yes,67.0,Yes,Artist,0.0,average,6.0,1.0,10.106,7.257000000000001,2.923,6.276,B,6.64,5-15
3574,Female,Yes,51.0,Yes,Artist,1.0,average,5.0,6.0,8.677,7.902,11.482999999999999,11.019,C,9.77,5-15
3575,Female,No,39.0,Yes,Artist,7.0,low,1.0,6.0,0.927,6.41,6.604,0.267,B,3.552,-5
3576,Female,Yes,60.0,Yes,Artist,2.0,average,2.0,3.0,16.415,9.232000000000001,0.222,3.88,C,7.437,5-15
3577,Female,Yes,46.0,No,Entertainment,4.0,average,3.0,4.0,7.216,8.172,3.05,7.49,A,6.482,5-15
3578,Male,Yes,36.0,Yes,Doctor,9.0,average,2.0,6.0,16.079,4.552,14.385,12.909,C,11.981,5-15
3579,Female,No,30.0,No,Engineer,0.0,average,1.0,6.0,7.252000000000001,3.759,6.569,5.181,A,5.69,5-15
3580,Female,Yes,69.0,Yes,Artist,1.0,average,2.0,6.0,12.489,3.38,6.505,8.96,C,7.834,5-15
3581,Male,No,32.0,No,Homemaker,8.0,low,3.0,4.0,5.39,6.303,7.25,1.8869999999999998,A,5.207999999999999,5-15
3582,Female,Yes,40.0,Yes,Artist,6.0,average,2.0,6.0,5.973,4.645,14.788,6.1370000000000005,C,7.886,5-15
3583,Female,Yes,83.0,No,Lawyer,0.0,high,2.0,6.0,0.45399999999999996,0.565,4.369,2.571,B,1.99,-5
3584,Male,Yes,51.0,Yes,Artist,0.0,average,3.0,6.0,18.305999999999997,7.471,7.028,3.8160000000000003,C,9.155,5-15
3585,Male,Yes,33.0,No,Doctor,0.0,average,5.0,6.0,9.346,7.245,9.747,4.962,D,7.825,5-15
3586,Male,Yes,43.0,Yes,Entertainment,1.0,average,4.0,4.0,-0.17800000000000002,6.356,2.449,1.936,B,2.641,-5
3587,Male,Yes,71.0,No,Lawyer,0.0,low,5.0,3.0,6.968999999999999,7.989,4.6610000000000005,4.523,D,6.0360000000000005,5-15
3588,Male,Yes,50.0,Yes,Executive,1.0,high,5.0,6.0,1.858,7.645,5.754,2.8110000000000004,B,4.5169999999999995,-5
3589,Male,Yes,57.0,Yes,Artist,1.0,average,2.0,6.0,13.953,5.8229999999999995,5.6370000000000005,2.859,C,7.068,5-15
3590,Male,Yes,35.0,Yes,Artist,2.0,average,2.0,6.0,9.917,1.68,16.051,11.424000000000001,C,9.767999999999999,5-15
3591,Female,Yes,66.0,Yes,Artist,0.0,high,3.0,6.0,3.115,4.6930000000000005,2.09,-1.797,B,2.025,-5
3592,Female,Yes,46.0,Yes,Artist,0.0,low,1.0,3.0,6.894,7.442,-1.7730000000000001,0.53,B,3.273,-5
3593,Male,No,26.0,No,Healthcare,1.0,low,1.0,4.0,8.879,9.466000000000001,-2.391,5.452999999999999,D,5.352,5-15
3594,Male,No,21.0,No,Healthcare,1.0,average,3.0,3.0,10.145,9.193,9.216000000000001,6.445,D,8.75,5-15
3595,Female,No,42.0,Yes,Artist,8.0,low,2.0,6.0,15.997,10.735999999999999,14.354000000000001,12.365,C,13.363,5-15
3596,Female,Yes,40.0,Yes,Entertainment,1.0,low,2.0,6.0,0.165,0.35,3.866,0.541,B,1.2309999999999999,-5
3597,Male,No,27.0,No,Doctor,0.0,low,4.0,1.0,8.525,2.513,5.141,0.47700000000000004,D,4.164,-5
3598,Female,Yes,37.0,Yes,Artist,2.0,low,2.0,7.0,16.879,6.558,11.026,7.169,C,10.408,5-15
3599,Male,No,35.0,Yes,Artist,9.0,low,3.0,6.0,4.52,3.178,5.784,3.176,A,4.164,-5
3600,Male,No,28.0,Yes,Healthcare,0.0,low,1.0,6.0,9.115,15.047,5.461,4.249,D,8.468,5-15
3601,Male,No,27.0,No,Entertainment,6.0,low,2.0,6.0,11.936,4.857,8.113999999999999,6.422000000000001,D,7.832000000000001,5-15
3602,Female,Yes,81.0,Yes,Lawyer,1.0,low,1.0,6.0,19.601,8.589,16.951,5.733,C,12.718,5-15
3603,Male,No,25.0,Yes,Doctor,0.0,low,2.0,6.0,14.12,10.21,10.749,3.0810000000000004,D,9.54,5-15
3604,Male,Yes,72.0,Yes,Executive,1.0,average,3.0,6.0,10.296,3.428,12.315999999999999,10.856,C,9.224,5-15
3605,Female,No,33.0,Yes,Doctor,0.0,low,5.0,6.0,15.254000000000001,11.454,9.374,5.556,C,10.41,5-15
3606,Male,Yes,40.0,Yes,Engineer,7.0,low,2.0,3.0,-4.502,4.01,4.502,-0.522,B,0.872,-5
3607,Male,No,52.0,Yes,Artist,3.0,low,1.0,6.0,6.496,5.984,8.066,-5.957999999999999,B,3.647,-5
3608,Male,No,23.0,No,Healthcare,0.0,low,4.0,6.0,5.405,0.51,10.481,-6.9479999999999995,D,2.362,-5
3609,Female,No,31.0,No,Healthcare,0.0,low,4.0,6.0,10.681,3.7230000000000003,1.314,-0.972,D,3.6860000000000004,-5
3610,Female,No,35.0,Yes,Artist,1.0,low,1.0,6.0,11.247,1.486,4.9110000000000005,0.894,B,4.6339999999999995,-5
3611,Female,No,63.0,No,Entertainment,0.0,low,1.0,2.0,6.3229999999999995,0.545,5.45,-1.65,B,2.667,-5
3612,Female,Yes,37.0,Yes,Artist,7.0,average,2.0,2.0,11.960999999999999,14.437000000000001,17.008,2.363,C,11.442,5-15
3613,Female,Yes,67.0,Yes,Artist,9.0,low,3.0,6.0,9.183,6.587000000000001,-0.247,-1.0959999999999999,B,3.6069999999999998,-5
3614,Female,No,37.0,Yes,Healthcare,1.0,low,1.0,6.0,7.274,4.425,1.195,-1.975,B,2.73,-5
3615,Male,No,22.0,No,Healthcare,7.0,low,4.0,3.0,5.806,-1.778,6.872000000000001,-1.705,D,2.299,-5
3616,Female,Yes,46.0,Yes,Entertainment,4.0,low,3.0,6.0,13.74,5.252000000000001,19.988,4.954,C,10.984000000000002,5-15
3617,Male,Yes,41.0,Yes,Artist,6.0,average,2.0,6.0,19.622,4.122,8.376,7.857,C,9.994,5-15
3618,Female,No,59.0,Yes,Entertainment,1.0,low,2.0,6.0,6.1979999999999995,3.747,1.712,4.4,A,4.013999999999999,-5
3619,Male,Yes,84.0,Yes,Lawyer,0.0,average,3.0,6.0,7.787999999999999,3.5410000000000004,5.7589999999999995,8.66,A,6.437,5-15
3620,Male,Yes,50.0,Yes,Artist,1.0,low,3.0,6.0,0.49200000000000005,1.558,5.579,2.818,A,2.612,-5
3621,Female,Yes,52.0,No,Engineer,0.0,average,3.0,4.0,7.053,6.763,7.445,3.885,A,6.2860000000000005,5-15
3622,Female,Yes,74.0,Yes,Lawyer,12.0,high,2.0,6.0,6.335,2.955,8.19,12.894,C,7.593,5-15
3623,Male,Yes,47.0,Yes,Entertainment,1.0,average,4.0,6.0,13.017000000000001,14.030999999999999,10.292,5.4670000000000005,C,10.702,5-15
3624,Female,Yes,45.0,Yes,Engineer,0.0,average,5.0,6.0,9.204,7.7010000000000005,9.424,6.76,C,8.272,5-15
3625,Male,Yes,53.0,Yes,Healthcare,0.0,high,4.0,6.0,7.962000000000001,3.1889999999999996,2.2569999999999997,2.555,A,3.991,-5
3626,Female,No,40.0,Yes,Artist,8.0,low,1.0,6.0,5.806,5.276,5.687,3.3539999999999996,A,5.031000000000001,5-15
3627,Male,No,40.0,No,Healthcare,0.0,low,3.0,6.0,4.73,3.161,3.483,4.813,D,4.047,-5
3628,Female,No,50.0,Yes,Engineer,1.0,average,5.0,6.0,9.31,2.214,7.643,7.026,A,6.547999999999999,5-15
3629,Female,No,42.0,Yes,Artist,0.0,low,1.0,6.0,1.0390000000000001,3.125,6.626,-3.5239999999999996,B,1.8159999999999998,-5
3630,Male,No,29.0,Yes,Entertainment,8.0,average,4.0,6.0,9.8,13.698,10.243,8.847999999999999,C,10.647,5-15
3631,Male,Yes,40.0,Yes,Marketing,1.0,average,2.0,2.0,7.707000000000001,8.509,2.555,4.595,A,5.8420000000000005,5-15
3632,Male,No,18.0,No,Entertainment,1.0,low,4.0,6.0,5.3260000000000005,-2.521,7.151,4.015,D,3.4930000000000003,-5
3633,Male,Yes,46.0,No,Engineer,0.0,average,3.0,6.0,-2.316,6.393,4.596,3.616,B,3.072,-5
3634,Male,Yes,68.0,Yes,Lawyer,1.0,high,2.0,6.0,7.886,7.22,2.376,7.711,D,6.297999999999999,5-15
3635,Male,Yes,72.0,Yes,Artist,0.0,average,2.0,6.0,0.608,6.06,8.228,-1.3780000000000001,B,3.3789999999999996,-5
3636,Male,Yes,66.0,Yes,Lawyer,1.0,high,2.0,4.0,8.321,11.465,7.7860000000000005,4.253,C,7.956,5-15
3637,Female,Yes,41.0,No,Marketing,8.0,low,2.0,6.0,4.332,8.641,5.3839999999999995,5.601,A,5.99,5-15
3638,Male,Yes,82.0,No,Lawyer,1.0,high,3.0,6.0,8.386000000000001,4.838,8.722000000000001,4.331,A,6.569,5-15
3639,Male,Yes,43.0,No,Artist,0.0,average,2.0,6.0,6.885,10.022,7.79,13.424000000000001,C,9.53,5-15
3640,Male,Yes,53.0,Yes,Artist,0.0,low,1.0,6.0,3.6039999999999996,2.8710000000000004,5.837999999999999,6.466,A,4.695,-5
3641,Male,No,29.0,No,Healthcare,0.0,low,3.0,6.0,14.683,3.594,13.477,3.8360000000000003,C,8.898,5-15
3642,Female,Yes,53.0,Yes,Artist,0.0,average,3.0,6.0,9.38,2.7089999999999996,12.05,13.088,C,9.307,5-15
3643,Female,Yes,87.0,Yes,Artist,1.0,average,2.0,2.0,12.048,6.395,4.825,9.354,C,8.156,5-15
3644,Male,Yes,62.0,Yes,Entertainment,0.0,average,4.0,6.0,5.757999999999999,3.554,5.388,-0.74,B,3.49,-5
3645,Male,Yes,43.0,Yes,Artist,1.0,high,3.0,6.0,4.158,3.465,3.822,5.805,A,4.312,-5
3646,Male,No,36.0,No,Entertainment,8.0,low,2.0,6.0,6.0729999999999995,7.069,5.349,5.327999999999999,D,5.955,5-15
3647,Female,No,30.0,Yes,Doctor,0.0,low,3.0,6.0,4.111000000000001,3.0060000000000002,7.479,5.17,A,4.942,-5
3648,Female,No,37.0,No,Homemaker,8.0,low,1.0,6.0,16.047,9.619,11.06,4.895,D,10.405,5-15
3649,Female,Yes,59.0,Yes,Artist,0.0,average,4.0,3.0,10.895999999999999,4.526,17.133,3.2969999999999997,C,8.963,5-15
3650,Female,Yes,35.0,Yes,Artist,8.0,high,5.0,6.0,2.7689999999999997,-1.8159999999999998,6.3629999999999995,-2.494,B,1.205,-5
3651,Male,Yes,39.0,No,Artist,7.0,average,3.0,6.0,8.255,6.822,7.183,8.95,C,7.8020000000000005,5-15
3652,Female,No,40.0,No,Healthcare,0.0,low,5.0,6.0,5.787000000000001,4.768,9.557,4.31,D,6.106,5-15
3653,Female,Yes,75.0,Yes,Lawyer,1.0,low,3.0,3.0,12.629000000000001,2.739,7.506,6.292999999999999,D,7.292000000000001,5-15
3654,Female,Yes,40.0,Yes,Homemaker,10.0,average,2.0,4.0,1.8130000000000002,1.219,2.859,-2.109,B,0.946,-5
3655,Male,Yes,43.0,No,Marketing,3.0,high,4.0,4.0,5.757000000000001,5.541,3.597,2.895,A,4.448,-5
3656,Male,Yes,43.0,No,Artist,6.0,low,2.0,3.0,0.977,2.9130000000000003,1.9769999999999999,0.198,B,1.516,-5
3657,Male,Yes,29.0,Yes,Artist,9.0,average,2.0,6.0,4.869,5.013,6.787999999999999,1.8980000000000001,B,4.6419999999999995,-5
3658,Female,No,23.0,No,Healthcare,6.0,low,3.0,3.0,5.316,1.249,4.185,-2.336,D,2.104,-5
3659,Male,Yes,42.0,Yes,Artist,8.0,average,4.0,6.0,15.465,14.355,9.325,12.15,C,12.824000000000002,5-15
3660,Male,No,65.0,Yes,Executive,9.0,low,3.0,6.0,14.132,3.015,4.056,10.485999999999999,D,7.922000000000001,5-15
3661,Male,Yes,57.0,Yes,Executive,1.0,average,5.0,6.0,17.448,-0.53,7.792000000000001,8.975,C,8.421,5-15
3662,Female,Yes,46.0,Yes,Artist,0.0,average,2.0,6.0,9.092,3.3489999999999998,12.956,6.191,C,7.897,5-15
3663,Male,Yes,30.0,Yes,Doctor,0.0,low,3.0,6.0,6.406000000000001,4.504,5.376,6.319,D,5.651,5-15
3664,Male,Yes,51.0,Yes,Artist,0.0,average,4.0,6.0,4.002,2.074,5.686,2.42,B,3.5460000000000003,-5
3665,Male,Yes,39.0,Yes,Artist,10.0,low,2.0,4.0,16.57,10.545,7.691,5.626,C,10.107999999999999,5-15
3666,Female,No,41.0,Yes,Artist,1.0,average,1.0,6.0,9.75,17.858,12.698,8.637,C,12.235999999999999,5-15
3667,Male,No,29.0,No,Marketing,9.0,low,4.0,3.0,11.114,10.092,10.887,8.094,C,10.047,5-15
3668,Male,Yes,76.0,Yes,Lawyer,0.0,low,2.0,4.0,-0.341,5.531000000000001,1.671,0.612,B,1.868,-5
3669,Male,No,40.0,Yes,Artist,1.0,average,3.0,2.0,6.197,4.521,4.93,4.2330000000000005,A,4.97,-5
3670,Male,No,23.0,No,Healthcare,8.0,low,4.0,1.0,13.026,2.32,8.666,6.44,D,7.6129999999999995,5-15
3671,Female,Yes,33.0,Yes,Marketing,8.0,high,2.0,6.0,4.084,7.025,5.376,4.831,D,5.329,5-15
3672,Male,Yes,35.0,Yes,Artist,1.0,average,4.0,6.0,10.257,7.984,8.521,10.251,C,9.253,5-15
3673,Male,Yes,32.0,No,Doctor,0.0,average,2.0,6.0,5.56,2.339,4.228,3.985,A,4.0280000000000005,-5
3674,Male,Yes,65.0,Yes,Entertainment,1.0,low,1.0,6.0,6.712999999999999,-0.49200000000000005,3.6069999999999998,-3.738,B,1.5219999999999998,-5
3675,Male,Yes,49.0,No,Doctor,1.0,low,2.0,4.0,8.439,5.086,14.699000000000002,4.228,D,8.113,5-15
