ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
464418.0,Male,Yes,43.0,Yes,Artist,8.0,Average,2.0,6.0,5.642,3.587,2.587,-0.488,B
460782.0,Male,Yes,77.0,Yes,Artist,1.0,average,2.0,6.0,6.705,3.731,4.37,5.686,A
,Female,No,42.0,Yes,Artist,13.0,Low,1.0,6.0,13.589,2.074,11.868,3.61,C
461986.0,Male,No,31.0,Yes,Healthcare,14.0,average,4.0,6.0,3.859,6.658,5.723,0.501,B
461306.0,Male,No,21.0,No,Doctor,,Low,4.0,6.0,18.71,4.309,7.206,7.533,C
465554.0,Female,No,85.0,Yes,Lawyer,0.0,Low,3.0,6.0,4.642,5.645,1.477,4.101,A
467030.0,Male,No,26.0,Yes,Artist,1.0,Low,2.0,6.0,6.97,3.834,8.863,4.796,A
461753.0,Female,No,35.0,Yes,Artist,0.0,Low,1.0,6.0,2.698,7.44,9.339,3.238,B
464142.0,Female,Yes,76.0,Yes,Artist,1.0,High,2.0,6.0,8.863,17.13,16.091,6.133,C
467047.0,Female,No,37.0,No,Homemaker,9.0,average,1.0,6.0,6.925,-4.263,10.401,0.632,D
461863.0,Male,No,33.0,No,Doctor,2.0,Low,4.0,6.0,4.67,4.959,3.934,3.456,A
460476.0,Male,Yes,52.0,No,Doctor,,Average,4.0,3.0,1.472,2.716,9.695,9.251,B
464176.0,Female,Yes,40.0,Yes,Artist,0.0,Low,1.0,6.0,-1.401,-0.512,3.591,0.593,B
463989.0,Male,No,79.0,No,Lawyer,0.0,Low,1.0,4.0,14.396,5.614,6.819,-0.307,D
462356.0,Male,No,47.0,Yes,Engineer,0.0,average,3.0,6.0,6.065,8.014,5.006,3.391,A
459871.0,Female,Yes,,No,Entertainment,3.0,average,2.0,6.0,5.592,8.213,4.47,5.112,A
466889.0,Male,Yes,50.0,Yes,Executive,0.0,average,4.0,6.0,8.404,10.242,10.757,10.069,C
465948.0,Female,Yes,46.0,Yes,Artist,1.0,average,,6.0,4.365,4.812,4.736,2.627,B
,Male,Yes,47.0,Yes,Homemaker,,Low,1.0,6.0,1.272,9.344,8.27,-5.134,B
462002.0,Female,No,37.0,No,Artist,0.0,average,2.0,6.0,14.734,7.528,4.844,6.527,D
462592.0,Female,Yes,35.0,No,Artist,11.0,Low,2.0,4.0,8.383,7.394,7.153,0.984,A
465816.0,Male,Yes,51.0,No,Executive,9.0,Average,3.0,4.0,10.561,4.548,5.602,2.968,A
464343.0,Female,No,51.0,Yes,Artist,1.0,Low,1.0,6.0,7.671,6.341,7.333,6.19,B
459692.0,Female,Yes,71.0,Yes,,8.0,High,2.0,6.0,7.355,12.067,9.314,8.529,C
460543.0,Male,Yes,80.0,No,Lawyer,7.0,Low,,3.0,3.176,6.273,7.953,7.937,C
463206.0,Male,Yes,77.0,No,Lawyer,0.0,Low,1.0,6.0,5.602,3.767,5.44,3.322,A
467565.0,Male,Yes,60.0,Yes,Artist,0.0,Low,3.0,6.0,13.908,-1.299,10.95,14.985,C
467691.0,Female,Yes,53.0,Yes,Artist,,Average,3.0,6.0,12.215,7.187,12.543,12.524,C
459520.0,Female,Yes,43.0,Yes,Doctor,0.0,Low,1.0,6.0,0.505,3.926,1.943,0.903,B
460816.0,Female,Yes,49.0,No,,11.0,Low,2.0,3.0,2.667,4.366,4.609,3.99,A
464120.0,Male,No,30.0,No,Healthcare,8.0,average,3.0,6.0,3.508,8.294,7.965,2.235,A
463276.0,Male,Yes,42.0,No,Executive,,Average,2.0,3.0,7.742,6.497,5.344,7.937,A
462398.0,Female,Yes,62.0,Yes,Artist,1.0,Low,4.0,4.0,22.593,7.948,16.718,12.074,C
461006.0,Male,,22.0,No,Healthcare,1.0,High,,3.0,12.703,4.691,3.895,1.33,D
463194.0,Female,Yes,48.0,Yes,Artist,0.0,Average,2.0,3.0,6.296,8.972,4.411,1.601,B
462974.0,Male,Yes,66.0,Yes,Lawyer,0.0,average,1.0,6.0,11.78,2.875,3.939,3.079,D
463414.0,Male,Yes,25.0,No,Executive,0.0,High,3.0,1.0,2.566,3.266,4.542,2.404,A
,Male,No,26.0,Yes,Healthcare,1.0,Low,5.0,6.0,8.877,7.384,9.494,1.729,D
463493.0,Male,Yes,42.0,Yes,Executive,,High,4.0,6.0,1.349,6.405,5.049,4.376,B
467540.0,Male,Yes,52.0,Yes,Healthcare,0.0,Average,4.0,6.0,9.494,6.135,13.53,13.712,C
466562.0,Female,No,18.0,No,Healthcare,5.0,Low,4.0,6.0,7.053,12.365,1.571,4.902,D
459195.0,Female,Yes,58.0,Yes,Artist,1.0,Average,2.0,6.0,10.378,13.044,6.287,6.628,C
463352.0,Male,Yes,37.0,Yes,,0.0,Average,4.0,6.0,3.3,2.83,2.259,0.274,B
463948.0,Male,Yes,39.0,No,,2.0,,5.0,6.0,6.836,5.982,3.596,0.733,B
464949.0,Male,Yes,19.0,No,Executive,0.0,High,3.0,4.0,8.721,3.725,4.786,1.373,A
461969.0,Female,Yes,46.0,No,Engineer,9.0,Average,1.0,4.0,6.342,4.807,5.542,3.404,A
462127.0,Male,Yes,68.0,Yes,Lawyer,0.0,High,2.0,6.0,12.357,4.312,14.859,6.326,C
467512.0,Male,Yes,41.0,No,Artist,0.0,Average,2.0,6.0,-1.143,4.218,7.239,-0.769,B
461366.0,Male,No,25.0,Yes,,0.0,Low,1.0,6.0,11.301,1.228,6.877,1.547,D
464674.0,Male,Yes,50.0,No,Artist,1.0,Average,5.0,4.0,7.203,4.567,4.796,2.631,B
460540.0,Female,Yes,30.0,No,Artist,1.0,Average,2.0,3.0,0.13,7.974,6.619,7.395,D
466813.0,Male,Yes,59.0,Yes,Artist,1.0,Low,,6.0,5.767,4.339,3.344,7.565,A
459228.0,Female,Yes,52.0,Yes,Artist,0.0,Average,4.0,6.0,18.153,10.253,10.471,9.284,C
462615.0,Male,No,31.0,No,Doctor,4.0,Low,7.0,4.0,12.781,9.571,0.654,3.538,D
460712.0,Male,Yes,80.0,Yes,Lawyer,0.0,Low,1.0,6.0,6.822,2.446,2.417,5.147,D
462945.0,Male,Yes,51.0,Yes,Artist,1.0,Average,4.0,6.0,2.685,5.119,4.351,4.28,B
459200.0,Female,Yes,39.0,Yes,Artist,2.0,Average,4.0,6.0,15.097,6.55,12.863,5.657,C
465087.0,Male,No,29.0,Yes,Doctor,1.0,Low,4.0,6.0,6.176,6.338,-1.188,-0.409,B
459108.0,Male,No,23.0,No,Healthcare,,Low,5.0,6.0,12.806,8.727,1.199,-5.85,D
467760.0,Female,Yes,53.0,Yes,Artist,4.0,Average,5.0,,12.165,3.381,7.883,12.101,C
464726.0,Male,Yes,33.0,Yes,Executive,11.0,High,9.0,4.0,9.309,3.364,6.238,2.056,A
462146.0,Male,Yes,69.0,Yes,Lawyer,0.0,High,4.0,6.0,8.232,10.461,7.596,9.198,C
,Female,No,33.0,No,Doctor,1.0,Low,3.0,6.0,9.529,2.485,7.071,9.626,D
461055.0,Female,Yes,52.0,Yes,Engineer,,Average,3.0,3.0,1.58,8.27,5.43,2.52,B
461718.0,Female,Yes,48.0,No,Executive,9.0,average,3.0,2.0,4.46,2.037,4.051,-0.233,B
467667.0,Male,Yes,28.0,No,Doctor,8.0,Low,2.0,6.0,7.362,6.943,8.02,8.223,A
461997.0,Female,No,29.0,Yes,Artist,8.0,Low,1.0,6.0,1.169,7.352,4.949,1.507,B
460361.0,Female,Yes,47.0,Yes,Artist,0.0,average,1.0,4.0,-3.03,4.358,9.657,0.936,B
460315.0,Female,No,40.0,No,Doctor,14.0,Low,6.0,7.0,14.494,6.31,0.858,2.767,D
463021.0,Male,Yes,72.0,No,Lawyer,0.0,average,2.0,0.0,3.844,5.3,2.798,2.101,A
467739.0,Female,Yes,63.0,No,Artist,1.0,Average,4.0,6.0,14.157,12.628,4.412,14.579,C
463937.0,Male,No,27.0,Yes,Entertainment,0.0,Low,4.0,2.0,7.089,4.432,11.331,9.975,C
462598.0,Female,Yes,38.0,No,Doctor,9.0,Average,5.0,4.0,5.553,4.967,13.375,5.609,D
467742.0,Male,Yes,59.0,Yes,Artist,4.0,High,4.0,6.0,2.797,2.884,-0.555,1.47,B
462918.0,Male,Yes,38.0,Yes,Doctor,11.0,Average,3.0,6.0,7.809,6.616,6.644,4.377,A
465308.0,Female,No,22.0,No,Doctor,1.0,Low,4.0,7.0,5.048,5.567,3.995,3.722,B
463396.0,Female,No,25.0,No,Doctor,3.0,Low,4.0,3.0,13.45,10.695,11.883,7.345,C
466967.0,Male,Yes,49.0,Yes,Artist,1.0,Low,1.0,6.0,9.02,5.807,4.289,5.081,A
465145.0,Male,Yes,45.0,Yes,Artist,0.0,Average,2.0,,12.373,1.853,8.782,9.402,C
466611.0,Male,No,21.0,No,Marketing,7.0,Low,3.0,6.0,1.141,3.444,-0.578,-2.278,B
463117.0,Female,No,26.0,No,Engineer,0.0,Low,3.0,6.0,7.777,3.025,1.704,5.576,D
462056.0,Female,Yes,52.0,Yes,Artist,8.0,Average,4.0,6.0,4.594,5.148,5.825,1.309,A
465514.0,Male,No,27.0,Yes,Entertainment,1.0,Low,5.0,4.0,5.91,1.368,1.776,3.027,D
460310.0,Male,No,32.0,No,Healthcare,12.0,Low,4.0,6.0,3.959,8.94,3.895,3.52,D
461662.0,Female,Yes,89.0,Yes,Lawyer,1.0,High,2.0,6.0,4.667,7.107,6.273,5.848,A
464448.0,Male,Yes,39.0,Yes,Artist,1.0,Average,2.0,6.0,7.894,7.693,9.178,8.576,C
461473.0,Female,Yes,41.0,Yes,Artist,3.0,Average,3.0,6.0,11.811,10.529,10.176,6.955,C
461587.0,Male,No,26.0,Yes,Healthcare,0.0,Low,3.0,6.0,1.139,0.283,6.474,-0.811,B
459021.0,Male,Yes,45.0,Yes,Artist,7.0,average,2.0,2.0,7.697,3.905,5.124,0.716,A
465861.0,Female,No,40.0,Yes,Entertainment,14.0,Low,1.0,6.0,4.889,5.778,7.669,3.606,A
465874.0,Female,No,26.0,Yes,Artist,1.0,Low,2.0,6.0,10.716,2.303,1.183,10.765,D
460325.0,Female,No,63.0,Yes,Healthcare,3.0,Low,1.0,6.0,3.932,4.313,1.67,2.517,B
460333.0,Female,No,40.0,No,Entertainment,12.0,Low,4.0,6.0,2.86,1.005,2.849,3.298,A
467043.0,Male,No,53.0,Yes,Entertainment,4.0,Low,1.0,6.0,5.591,2.664,3.499,0.689,A
461937.0,Female,No,41.0,Yes,Doctor,1.0,Low,,6.0,-1.222,6.888,6.737,2.467,B
467262.0,Female,Yes,77.0,No,Lawyer,1.0,High,2.0,6.0,10.136,2.675,0.635,0.868,D
465794.0,Female,No,32.0,No,,0.0,Low,4.0,,8.377,8.71,24.732,0.567,C
460421.0,Male,Yes,30.0,Yes,Artist,,Low,1.0,7.0,0.585,2.386,8.343,4.267,B
462180.0,Female,Yes,60.0,Yes,Engineer,4.0,Average,4.0,2.0,6.019,2.966,2.312,1.559,B
462681.0,Female,Yes,59.0,Yes,Entertainment,7.0,Average,2.0,6.0,4.41,3.221,9.198,2.067,B
465461.0,Male,Yes,72.0,No,Entertainment,1.0,Average,3.0,6.0,5.746,9.919,6.139,7.959,C
,Male,No,63.0,Yes,Artist,4.0,Low,1.0,6.0,9.339,3.58,4.259,1.658,A
459216.0,Female,No,42.0,Yes,Artist,1.0,Low,2.0,6.0,5.005,6.573,3.616,7.982,A
465283.0,Male,Yes,53.0,No,Executive,0.0,High,2.0,6.0,3.522,8.572,8.485,-0.854,B
467450.0,Male,Yes,81.0,No,Executive,9.0,High,2.0,6.0,8.539,9.597,13.402,13.906,C
465296.0,Female,Yes,76.0,Yes,Lawyer,5.0,average,3.0,6.0,7.611,2.625,8.296,5.191,A
461239.0,Female,No,40.0,Yes,Entertainment,,Low,1.0,6.0,6.349,7.184,8.8,6.923,D
463870.0,Female,No,28.0,No,Healthcare,1.0,Low,2.0,4.0,3.019,3.985,5.414,5.804,A
467550.0,Male,No,27.0,Yes,Doctor,0.0,Low,2.0,3.0,8.039,7.491,2.676,1.459,A
459382.0,Female,No,41.0,Yes,Engineer,,Low,1.0,6.0,7.202,6.465,6.128,0.095,A
463134.0,Male,No,29.0,Yes,Entertainment,,average,1.0,6.0,8.624,-0.893,6.385,2.983,D
459917.0,Male,No,43.0,Yes,Artist,11.0,Low,1.0,3.0,-0.048,2.783,6.143,3.947,B
463037.0,Male,Yes,57.0,Yes,Entertainment,1.0,Average,4.0,6.0,0.455,4.68,0.28,4.235,B
461209.0,Female,No,31.0,No,Healthcare,9.0,Low,1.0,6.0,10.471,3.172,1.127,3.486,D
461524.0,Male,No,68.0,Yes,,1.0,Low,1.0,6.0,9.866,8.684,4.212,4.121,D
465038.0,Male,Yes,46.0,No,Executive,0.0,High,4.0,6.0,2.385,6.343,6.456,4.203,A
461849.0,Male,No,32.0,No,Healthcare,0.0,Low,4.0,6.0,7.838,5.559,4.845,2.001,A
459654.0,Male,Yes,51.0,Yes,Artist,5.0,Average,3.0,6.0,4.934,0.341,2.697,4.608,B
463620.0,Male,No,19.0,No,,1.0,Low,4.0,2.0,18.821,8.083,4.348,0.834,D
466862.0,Female,No,26.0,,Healthcare,9.0,Low,4.0,6.0,18.173,3.72,10.087,-0.226,D
463794.0,Female,No,32.0,Yes,Healthcare,,Low,5.0,2.0,13.156,3.887,-1.253,-1.761,D
461743.0,Male,Yes,62.0,Yes,Doctor,1.0,High,2.0,6.0,3.764,13.477,17.188,6.49,C
466994.0,Male,Yes,,Yes,Artist,1.0,Average,2.0,6.0,7.242,5.54,15.279,9.951,C
467210.0,Male,Yes,28.0,Yes,,13.0,Average,2.0,6.0,0.897,0.22,2.49,-1.671,B
460059.0,Female,No,48.0,No,Entertainment,2.0,Low,,4.0,2.789,2.764,12.11,0.15,D
466946.0,Male,Yes,61.0,Yes,Entertainment,0.0,average,2.0,6.0,13.957,8.099,11.538,10.309,C
462189.0,Female,No,25.0,No,Marketing,1.0,Low,4.0,4.0,4.618,6.181,6.007,-2.66,B
466011.0,Male,Yes,74.0,Yes,Lawyer,1.0,High,2.0,4.0,5.027,1.528,6.326,-0.276,B
462162.0,Male,Yes,38.0,No,Artist,1.0,Low,2.0,6.0,0.424,7.664,9.607,6.354,B
463977.0,Male,Yes,28.0,Yes,Healthcare,9.0,High,2.0,6.0,3.257,0.339,6.075,4.187,B
466692.0,Female,,27.0,No,Engineer,1.0,Low,1.0,5.0,,7.866,5.648,4.373,A
465232.0,Male,Yes,56.0,Yes,Executive,0.0,High,4.0,6.0,3.604,9.905,7.618,-1.345,B
461018.0,Male,No,25.0,No,Marketing,0.0,Low,3.0,3.0,5.714,6.689,2.276,2.678,A
465607.0,Female,No,37.0,Yes,Artist,7.0,Low,2.0,3.0,4.6,7.266,5.043,1.038,B
467801.0,Female,Yes,50.0,Yes,Doctor,0.0,Average,2.0,,20.58,18.864,8.612,17.193,C
465858.0,Female,Yes,48.0,Yes,,3.0,Low,1.0,6.0,5.963,9.208,5.972,4.957,A
467117.0,Male,No,48.0,Yes,Artist,0.0,Low,1.0,6.0,11.088,7.111,5.032,1.575,A
462762.0,Male,Yes,48.0,Yes,Artist,0.0,High,4.0,6.0,0.271,9.363,3.894,4.133,B
462973.0,Male,Yes,39.0,Yes,Artist,9.0,Average,2.0,3.0,4.988,4.399,2.607,2.715,B
466551.0,Male,Yes,36.0,Yes,Artist,9.0,Average,2.0,6.0,-0.473,8.489,0.954,-3.032,B
461569.0,Male,Yes,63.0,Yes,Artist,1.0,Low,1.0,6.0,13.123,1.899,9.099,11.924,C
459253.0,Male,Yes,36.0,Yes,Artist,1.0,Average,4.0,6.0,18.288,2.885,5.261,4.502,C
467755.0,Male,Yes,37.0,Yes,Artist,6.0,Low,2.0,6.0,10.829,5.816,13.431,8.24,C
459943.0,Male,No,42.0,Yes,Entertainment,2.0,Low,3.0,6.0,2.843,3.036,1.797,-1.416,B
465480.0,Male,Yes,39.0,No,Doctor,1.0,average,2.0,6.0,6.4,3.177,3.355,4.056,A
466029.0,Female,No,28.0,No,Executive,0.0,Low,1.0,2.0,3.949,4.688,3.872,2.566,A
466806.0,Male,Yes,40.0,Yes,Healthcare,0.0,Low,1.0,6.0,11.193,3.667,1.968,3.753,D
466214.0,Female,Yes,88.0,Yes,Lawyer,0.0,Low,2.0,6.0,13.081,4.541,5.985,8.925,C
462782.0,Male,Yes,57.0,Yes,Executive,7.0,High,2.0,4.0,21.138,8.027,8.609,14.225,C
461479.0,Female,Yes,51.0,Yes,Artist,1.0,Average,3.0,6.0,8.959,3.356,9.518,0.208,C
461027.0,Female,,43.0,No,Engineer,8.0,Average,5.0,4.0,,5.037,2.063,9.431,A
460494.0,Female,No,28.0,No,Marketing,1.0,Low,4.0,3.0,7.671,-2.85,5.048,10.466,D
460565.0,Female,Yes,42.0,No,Homemaker,8.0,average,4.0,3.0,19.079,10.294,6.696,13.585,C
465247.0,Male,No,18.0,No,Healthcare,6.0,Low,7.0,6.0,15.428,6.181,4.672,5.279,D
465993.0,Female,No,27.0,No,Engineer,0.0,Low,2.0,6.0,10.18,6.064,5.183,4.742,D
459463.0,Female,Yes,62.0,Yes,Artist,,Average,3.0,6.0,12.966,11.394,13.234,2.741,C
460170.0,Male,Yes,68.0,No,Artist,0.0,Low,1.0,6.0,7.054,4.001,10.979,10.63,C
463200.0,Male,Yes,42.0,Yes,,0.0,Average,2.0,4.0,4.691,3.618,6.361,3.242,A
458986.0,Male,No,18.0,No,Healthcare,7.0,Low,4.0,6.0,8.902,8.756,2.069,-1.709,D
467390.0,Male,Yes,46.0,Yes,Artist,0.0,Low,2.0,6.0,15.717,3.909,7.871,7.448,C
459349.0,Female,Yes,48.0,Yes,,0.0,High,4.0,6.0,18.544,11.534,8.774,7.421,C
467144.0,Male,Yes,35.0,Yes,Entertainment,1.0,average,2.0,6.0,8.323,7.385,5.355,5.522,A
460750.0,Male,Yes,56.0,Yes,Entertainment,0.0,Average,2.0,6.0,11.47,14.192,8.936,5.054,C
464263.0,Female,Yes,88.0,Yes,Lawyer,1.0,Low,,6.0,7.698,5.788,1.473,4.433,D
462644.0,Male,Yes,25.0,No,Engineer,,Average,3.0,4.0,5.007,6.235,4.906,-1.77,D
463386.0,Female,Yes,43.0,Yes,Doctor,6.0,Low,1.0,3.0,4.572,5.157,8.753,1.171,B
463770.0,Male,No,25.0,No,Healthcare,1.0,Low,4.0,6.0,10.88,6.352,6.846,6.256,D
459434.0,Female,Yes,78.0,No,Lawyer,1.0,Low,1.0,6.0,12.35,4.229,6.812,7.973,C
467417.0,Female,Yes,53.0,Yes,Artist,4.0,Average,6.0,6.0,12.733,9.731,8.326,8.966,C
461048.0,Male,Yes,33.0,Yes,Doctor,10.0,Average,2.0,2.0,14.095,6.842,0.537,3.874,D
461428.0,Male,No,49.0,Yes,Artist,1.0,Low,,6.0,12.102,7.973,11.039,6.015,C
461213.0,Female,No,31.0,Yes,Healthcare,1.0,average,4.0,6.0,5.605,6.167,5.989,3.663,A
464975.0,Male,Yes,65.0,Yes,Doctor,5.0,Low,,4.0,5.343,8.203,7.652,2.062,A
461565.0,Male,Yes,51.0,Yes,Entertainment,4.0,Average,2.0,2.0,18.088,7.652,3.866,5.244,C
462213.0,Male,No,19.0,No,Doctor,1.0,Low,2.0,4.0,6.041,4.433,2.317,0.377,D
467716.0,Male,Yes,41.0,Yes,Artist,4.0,Average,3.0,,5.522,3.529,1.795,-1.027,B
460285.0,Female,No,57.0,Yes,Doctor,0.0,Low,2.0,6.0,,0.999,0.97,1.061,B
461455.0,Female,Yes,35.0,Yes,Artist,0.0,Average,2.0,6.0,6.145,4.635,4.505,-2.017,B
467920.0,Female,No,40.0,No,Engineer,8.0,Low,1.0,6.0,6.408,4.503,6.725,4.293,A
467244.0,Male,No,26.0,Yes,Healthcare,0.0,Low,5.0,,12.614,11.908,17.589,-0.253,D
463107.0,Male,Yes,86.0,Yes,Lawyer,,Low,2.0,6.0,4.899,5.861,6.878,2.47,A
463460.0,Male,Yes,52.0,Yes,Artist,,Average,2.0,6.0,0.575,0.601,4.571,6.18,B
462976.0,Female,Yes,50.0,Yes,Engineer,0.0,Average,2.0,,9.702,3.913,7.325,11.052,C
467669.0,Male,Yes,82.0,No,Lawyer,0.0,High,2.0,6.0,9.693,6.76,5.362,5.45,A
461589.0,Male,Yes,41.0,Yes,Artist,1.0,Average,2.0,6.0,1.501,0.768,9.177,-2.325,B
463269.0,Male,Yes,36.0,Yes,Entertainment,2.0,Average,2.0,,7.06,5.367,6.346,6.126,A
464815.0,Male,Yes,22.0,No,Doctor,2.0,High,9.0,4.0,2.396,6.128,1.849,4.507,B
465552.0,Female,,23.0,No,Healthcare,0.0,,7.0,6.0,12.523,1.53,7.384,6.511,D
463587.0,Female,No,27.0,No,Engineer,1.0,Low,4.0,,3.562,4.684,8.777,8.91,D
467200.0,Female,No,75.0,Yes,Lawyer,0.0,Low,2.0,6.0,9.125,10.521,10.935,5.26,C
462436.0,Male,No,32.0,Yes,Healthcare,0.0,Low,3.0,6.0,15.841,13.03,11.543,3.346,D
,Female,Yes,51.0,Yes,Artist,1.0,Average,2.0,6.0,3.051,-1.75,15.504,15.481,C
463853.0,Female,Yes,58.0,Yes,Artist,0.0,Average,4.0,3.0,-6.771,4.291,5.187,1.155,B
459443.0,Female,Yes,50.0,Yes,Artist,8.0,average,2.0,6.0,-0.204,6.761,2.539,-1.093,B
466489.0,Male,Yes,55.0,Yes,Homemaker,1.0,Average,4.0,6.0,14.662,3.78,10.679,12.975,C
464388.0,Female,No,30.0,No,Engineer,11.0,average,1.0,4.0,18.445,3.212,10.514,-0.169,D
467662.0,Male,No,29.0,Yes,Artist,,Low,1.0,4.0,11.5,-2.034,-2.289,3.509,D
466832.0,Female,Yes,69.0,Yes,Artist,0.0,Average,2.0,4.0,15.978,8.063,6.961,9.171,C
464496.0,Female,Yes,41.0,No,Marketing,1.0,High,5.0,3.0,5.982,4.432,7.159,5.813,A
465271.0,Male,Yes,47.0,No,Executive,0.0,High,5.0,6.0,2.472,3.437,6.939,5.667,B
467621.0,Male,Yes,76.0,Yes,Lawyer,1.0,Low,1.0,6.0,4.223,6.414,3.023,3.827,A
467526.0,Male,No,21.0,No,Healthcare,,Low,3.0,6.0,7.643,6.3,2.094,8.985,D
,Female,No,30.0,Yes,Artist,0.0,Low,1.0,6.0,3.562,5.205,4.2,3.726,A
460510.0,Male,Yes,35.0,Yes,Entertainment,,Average,2.0,3.0,20.505,1.891,9.353,7.087,C
462339.0,Male,No,33.0,Yes,Artist,3.0,Low,5.0,6.0,7.7,3.962,5.289,3.601,A
467670.0,Male,No,25.0,No,Engineer,,Low,3.0,6.0,7.066,6.539,2.531,6.64,A
464844.0,Female,No,31.0,Yes,Healthcare,1.0,average,4.0,4.0,12.863,5.764,13.184,1.174,D
464681.0,Female,Yes,25.0,No,Engineer,4.0,average,5.0,4.0,9.647,0.867,5.852,3.535,D
467640.0,Female,Yes,38.0,Yes,Artist,,Low,3.0,6.0,2.401,0.994,5.325,4.375,D
459381.0,Male,Yes,56.0,Yes,Artist,,Low,2.0,6.0,1.484,3.667,1.08,-3.3,B
461095.0,Female,No,21.0,No,Healthcare,,Low,3.0,3.0,,3.119,0.29,1.322,D
464963.0,Female,Yes,47.0,Yes,Entertainment,1.0,Low,2.0,4.0,2.447,8.268,2.985,-2.5,B
461422.0,Male,Yes,52.0,Yes,Executive,1.0,Average,6.0,6.0,2.022,2.309,2.137,5.004,B
460853.0,Female,Yes,63.0,Yes,Artist,1.0,High,3.0,6.0,8.09,12.47,13.887,4.221,C
461505.0,Female,Yes,39.0,No,Artist,0.0,High,3.0,6.0,-1.861,9.378,1.287,5.409,B
467832.0,Female,No,20.0,No,Healthcare,4.0,Low,,0.0,9.788,0.126,2.101,4.859,D
466398.0,Male,No,21.0,No,Healthcare,1.0,Low,4.0,3.0,10.371,8.017,8.865,8.712,D
465587.0,Male,Yes,42.0,Yes,,,Low,5.0,3.0,-5.213,7.967,8.953,-0.217,B
467109.0,Male,No,38.0,No,Doctor,0.0,Low,5.0,3.0,12.283,3.588,2.759,2.677,D
460350.0,Female,No,43.0,Yes,Healthcare,2.0,average,1.0,4.0,5.94,5.481,6.064,-3.049,D
466863.0,Female,No,28.0,No,Homemaker,10.0,Low,1.0,6.0,11.492,7.275,12.63,2.15,D
459767.0,Male,No,21.0,No,Healthcare,4.0,Low,4.0,6.0,13.998,4.221,8.18,-0.33,D
465640.0,Male,Yes,,Yes,Artist,7.0,Average,2.0,6.0,11.501,-1.455,9.901,2.465,C
462903.0,Male,Yes,72.0,Yes,Entertainment,,Average,2.0,6.0,2.836,-0.072,7.52,1.074,B
463631.0,Male,No,25.0,No,Healthcare,0.0,Low,5.0,3.0,13.604,2.704,6.488,-6.711,D
467797.0,Male,Yes,58.0,Yes,Artist,1.0,average,,6.0,11.539,8.108,8.237,15.354,C
467818.0,Female,Yes,37.0,Yes,Artist,5.0,High,3.0,6.0,8.125,5.46,7.478,12.531,C
459120.0,Male,No,23.0,No,Healthcare,5.0,Low,5.0,2.0,10.899,8.418,-0.082,2.261,D
464905.0,Male,,81.0,No,Executive,,High,,4.0,7.952,7.029,5.405,1.261,A
463326.0,Female,No,23.0,No,Healthcare,0.0,Low,3.0,,14.974,3.264,11.257,-2.879,D
,Male,Yes,77.0,No,,0.0,High,2.0,6.0,3.903,4.902,4.263,7.384,A
466847.0,Female,No,33.0,No,Doctor,,Low,2.0,6.0,7.19,3.45,3.706,3.467,A
464396.0,Male,Yes,35.0,Yes,Entertainment,1.0,Average,3.0,6.0,2.477,-1.943,4.765,1.273,B
463946.0,Male,No,25.0,No,Healthcare,4.0,Low,3.0,4.0,4.122,-3.905,4.619,4.165,D
466687.0,Male,No,22.0,No,Healthcare,0.0,Low,3.0,6.0,11.713,2.232,-0.357,2.039,D
467908.0,Female,Yes,42.0,Yes,Engineer,0.0,High,4.0,6.0,3.246,8.576,-0.687,-2.34,B
461062.0,Female,No,25.0,No,Executive,1.0,Low,3.0,6.0,7.196,4.238,-2.285,1.638,D
466526.0,Male,No,33.0,No,Healthcare,1.0,Low,5.0,2.0,3.887,6.55,3.187,-3.74,B
464423.0,Male,Yes,51.0,Yes,Entertainment,0.0,Average,5.0,6.0,15.497,13.668,8.938,13.428,C
465284.0,Female,No,31.0,No,Marketing,8.0,Low,4.0,6.0,6.588,6.447,3.376,0.942,D
463530.0,Female,No,32.0,No,Entertainment,12.0,average,5.0,6.0,8.022,-1.252,10.183,9.351,D
462415.0,Male,No,32.0,No,Doctor,0.0,Low,1.0,6.0,5.431,7.352,3.34,4.281,A
460066.0,Female,No,45.0,No,Marketing,0.0,Low,1.0,6.0,3.349,3.075,4.499,0.832,D
464242.0,Male,No,37.0,Yes,Engineer,1.0,Low,3.0,6.0,8.306,3.319,4.885,1.127,D
465259.0,Female,No,,No,Healthcare,,Low,4.0,1.0,8.856,-0.065,6.456,9.401,D
460083.0,Female,No,52.0,Yes,Artist,9.0,Low,1.0,6.0,5.567,1.589,3.6,6.46,B
,Female,Yes,42.0,No,Engineer,0.0,Average,2.0,6.0,8.286,5.464,4.437,5.314,A
461060.0,Male,Yes,59.0,Yes,Executive,1.0,High,5.0,6.0,14.401,14.142,14.068,12.789,C
459198.0,Female,Yes,66.0,Yes,Artist,0.0,Average,3.0,6.0,18.439,12.687,19.178,15.423,C
466163.0,Male,Yes,79.0,,Lawyer,1.0,Low,1.0,4.0,5.512,-0.549,3.4,2.574,D
465362.0,Female,Yes,52.0,Yes,Engineer,0.0,Average,4.0,6.0,-2.172,6.274,10.492,0.824,B
